"Leading.razor.protein","Gene.names","Protein.names","Label","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"E1U8D0","Soga1;Soga3;Mtcl1","Protein SOGA1;N-terminal form;C-terminal 80 kDa form;Protein SOGA3;Microtubule cross-linking factor 1","H",122258.38106357,126058.465456405,128288.022441608,111236.676510291,110912.822596534,103910.360667506,84952.355085862,84474.1665423471,104115.931335255,113051.215690467,110218.938867057,113187.167809792,91220.4217047327,104505.971491506,89948.1161141331,109132.199544475
"E1U8D0","Soga1;Soga3;Mtcl1","Protein SOGA1;N-terminal form;C-terminal 80 kDa form;Protein SOGA3;Microtubule cross-linking factor 1","L",327655.535940656,309381.948073518,301901.093502381,334914.717742386,315063.691982133,351399.259270375,277634.464286765,277177.656083585,340718.808342581,364569.033933873,340216.959296028,354397.34460732,278930.346247085,309340.18574794,282911.823651991,299976.070239843
"E9PVA8","Gcn1l1","","L",1351588.69416236,1246476.06970053,1233380.81471427,1329162.35477339,1165626.92033019,1318914.9807741,1164280.90597505,1079690.42404248,1369500.00034962,1427831.84461388,1325647.05977445,1254037.95353057,1045336.32639948,1174151.7140447,1039702.93092483,1059362.42012017
"E9PVA8","Gcn1l1","","H",193830.985745479,182707.080618633,155020.762631453,162931.792278512,136907.311847023,145815.160380784,131535.164384462,108023.958351686,124668.792124547,154608.068343802,123595.719934885,148292.826857211,117560.91869388,125439.602669377,109944.57520636,117404.413982381
"E9PVX6","Mki67","","H",527700.107712903,536381.520278024,327711.494599211,401496.484611837,336031.556365624,298549.095572739,280109.35685981,288161.026572825,214670.3054878,295434.134664377,227939.520022616,245272.985473097,221844.088904439,233750.794553167,167609.518022077,204796.751606791
"E9PVX6","Mki67","","L",410895.380112785,386899.889444746,333439.98384676,437302.100982425,353875.183110523,278937.206245854,251053.013011739,288553.16698193,280797.869772554,295671.818159022,264648.603783462,250639.959190026,199556.739639179,197829.529332402,123454.338949859,173151.604132823
"E9PYK3","Parp4","","H",27227.1444551649,26815.2006973009,21532.2721495072,21251.4734127122,18706.972844723,25377.8693885752,22292.2016165538,22317.7939779987,27947.173501104,23965.2574975467,20129.9901586392,22055.9434609483,24690.7457666031,23501.9328703871,17006.5247408016,22240.3283150614
"E9PYK3","Parp4","","L",216799.28076589,227784.807539611,235089.43059417,191638.45318965,220083.37368026,229581.289664502,199889.138734686,188304.322137533,247119.829304095,268260.618074771,286318.070335266,274976.39675082,247697.318060268,292675.118021238,260740.225134462,271738.158359505
"E9PZJ8","Ascc3","Activating signal cointegrator 1 complex subunit 3","H",300781.129278077,285492.749616178,263795.898459945,232941.381861755,233855.216352614,260282.997604252,236034.914898038,142675.758282919,223746.717085984,262208.998664926,225320.812279319,227478.378019871,202550.81339985,230464.793469913,217051.990109942,180210.14987714
"E9PZJ8","Ascc3","Activating signal cointegrator 1 complex subunit 3","L",1131738.14184948,965775.444823032,937242.296630751,906977.79256927,870687.198259713,905618.919503015,824087.583600834,807741.548082712,1067568.22441716,1059615.38322278,956480.982117642,904504.439932747,845733.117967602,909127.794163087,765324.874032494,768504.212096872
"E9Q1P8","Irf2bp2","Interferon regulatory factor 2-binding protein 2","L",264441.180992661,256224.434812997,299852.401405418,269566.967049901,282017.17709995,288024.55600962,292265.051566171,303657.767554218,276639.773554241,291288.872106336,297031.536318366,288555.045872244,256063.118808124,315575.593204178,285185.484691505,272217.659592029
"E9Q1P8","Irf2bp2","Interferon regulatory factor 2-binding protein 2","H",40516.664047373,45046.5474835662,40731.4653631988,41873.6097833117,49766.4498951975,46991.2244074165,41243.6466957006,42193.3306100191,42082.9389577409,42744.5419933196,46386.8795076209,45960.8499591277,40054.7903278388,50496.8477369542,38374.0174735669,40645.0434617484
"E9Q394","Akap13","","H",26561.3014485311,24094.7395004202,21428.7306874357,23951.2620745376,21564.8312444192,20157.5315755682,20132.7682486918,17634.8338452665,25959.1216359179,27890.935873007,21252.6114216938,27589.1838185561,20128.437517625,27189.2209446318,18259.9778264074,21204.3676377205
"E9Q394","Akap13","","L",24100.462319105,20469.4112263083,25192.3219609956,22204.3987870302,23266.6685860753,25459.5430992527,19649.9352245862,22033.6120950925,22364.8062690972,28478.8514580123,28109.8726053089,23716.1194132592,22906.2023207252,25271.0895678945,22915.1997285721,24947.4821919119
"E9Q3L2","Pi4ka","","L",71119.9170446639,63042.8322700522,74803.9267358887,60492.9449971849,67423.8453128382,71235.3590322164,72863.4854655686,65819.4056297973,76662.7552091718,77291.7599257881,63537.5938390334,69026.26945277,68943.6533617546,72032.3186621033,79802.2049876602,69900.2715040774
"E9Q3L2","Pi4ka","","H",13828.2627010877,12916.2477959604,12835.2672965787,11327.5997522088,12033.0832590453,10533.5679774008,12542.3344501493,9152.44673742406,10996.3380439572,10376.4188220466,10374.2980096651,12544.8889418503,12387.2057048994,10672.3637774998,9043.31611134705,11559.5003436901
"E9Q555","Rnf213","E3 ubiquitin-protein ligase RNF213","L",6293773.03067342,5321397.4577928,6352439.00316103,6090857.4572308,5346654.21740385,6995111.55865802,5841535.92926741,5869744.07535109,9219424.09732326,8505630.03098372,7666704.19409275,6878753.32455929,7307409.09050506,7937947.15111418,7285998.88547527,7346955.2729333
"E9Q555","Rnf213","E3 ubiquitin-protein ligase RNF213","H",1134871.65912066,980188.637310908,979940.584390157,1054761.03688308,842757.632239326,1149408.76809933,839774.430341221,767736.782689707,1283457.88579187,1315072.04865146,1072708.27307406,1112236.92612066,1175934.89390623,1259809.79538251,1178978.29825027,1093660.98956452
"E9Q5C9","Nolc1","","L",1258359.58014549,887519.368968961,726840.435947902,1195357.43524224,1067173.9461087,869294.181394368,832376.756427818,1043964.10689978,1481898.85935175,1291906.01100633,1279270.07187345,1096429.23161203,1131646.00026715,1078621.7606853,1097895.82656675,1024506.20115555
"E9Q5C9","Nolc1","","H",42874.225405698,49217.0736508631,31948.8048546937,40735.9836074536,38271.0780747716,22231.5506078487,29985.4240949703,28970.0627920553,32289.6249386657,36843.4381269116,39108.9397074873,31834.2122239947,34384.9431283279,38475.3351846105,37542.0795848905,39372.6544621041
"E9Q634","Myo1e;Myo1f","Unconventional myosin-Ie;Unconventional myosin-If","L",44086.6215034677,46346.7963628719,52228.5674326417,56672.0901858544,65132.33547075,61970.8684363871,58801.0980799941,57699.7551879451,29968.3450560439,38625.3882130274,39264.9227350908,42500.8021701572,32191.0925208293,39367.4448877639,39274.5272124615,44950.1413942941
"E9Q634","Myo1e;Myo1f","Unconventional myosin-Ie;Unconventional myosin-If","H",5033.79688504711,6088.94609117734,5941.18192534638,4429.45679506552,5678.07429707398,5924.22810090441,4795.97545078086,4860.9844573921,1678.36825798848,3607.06807169674,3992.02416742299,4564.35607407744,3077.52124052102,4600.38241356333,4315.79124358468,4844.8963210931
"E9Q6J5","Bod1l","","L",410921.600139299,381397.492699208,421303.819583867,451304.149660703,451301.18341709,513381.550947453,433284.151629277,397192.169464768,395069.400594279,497320.206597621,541904.060214965,503750.697382636,513230.362310417,498566.109767575,518505.037015191,556370.189158586
"E9Q6J5","Bod1l","","H",100274.12139719,72278.579666835,65569.0898958155,74454.1773668546,63742.1744461365,75040.1668805035,72439.5132714635,54377.91957377,76537.2610155176,96531.7447269375,74212.064065233,74259.8576184078,84231.12258854,90873.6946956952,66307.2648647227,66756.0921708955
"E9Q7D5","Arhgef5","","L",18555.4869684363,15004.7172756548,16805.6018903607,16349.9671354802,14087.6614657277,18055.491020443,15655.9603598249,12024.8548714196,22989.5828946475,19667.3990153722,15415.3080377215,17591.825963954,9092.03380222929,16195.8982554076,5484.42700092798,13375.446386838
"E9Q7D5","Arhgef5","","H",3514.60406678808,3175.10604311416,3091.40191301288,2987.71642966759,1919.31734906962,2264.37645969489,1707.83516052197,1686.2128092443,2427.49916296493,4148.69518619122,1943.32025609422,2495.86080392417,1914.05611623798,2526.75268599793,1272.61286728442,2264.71357723133
"E9Q7E2","Arid2","","L",757508.891634002,705970.018453662,644588.240553746,679473.572659504,727492.868094858,743161.131340437,695365.668230793,739108.559905331,892560.716352331,906684.517796997,971770.362394055,898519.018124849,980585.227139716,960398.504085796,966485.640377242,906053.231530676
"E9Q7E2","Arid2","","H",131602.907179421,122064.954463918,91802.3607636422,91724.4728704645,88754.1763753506,107990.20076567,112982.641425257,86153.7727857329,101782.941424654,104439.68783282,109142.08530698,128683.112367148,116515.676286801,146666.560281766,137991.268673244,119780.002922169
"E9Q7F2","Rnf169","E3 ubiquitin-protein ligase RNF169","H",50367.1022132641,62672.880505583,42297.4167757226,40950.8062843398,47128.7731179137,46185.3548363507,34773.1864066814,38480.9836029774,45815.2253975849,49522.4223045276,45743.9250767675,50835.4049896958,42794.921953752,45062.0466545741,45127.3363104954,48695.9038663569
"E9Q7F2","Rnf169","E3 ubiquitin-protein ligase RNF169","L",84589.8393833978,99652.5777991708,67457.9165915481,77764.8750211624,67875.3752329918,72639.44464587,79032.7973220271,68847.6563173308,94707.1829253055,85510.9279839589,91532.5526065677,83840.5739603063,78137.3840077274,77282.1072717845,69076.0549991941,84420.9770808446
"E9Q7G0","Numa1","","H",719988.481898493,659496.624729667,521225.481197408,570514.109925371,565051.152031661,494032.221283307,490876.17608499,507530.930026878,599516.333513322,639842.71935766,600063.663619357,640531.775079658,678686.316579449,595157.80739467,658782.975211299,608370.139159951
"E9Q7G0","Numa1","","L",3860075.6625392,3248320.77986102,3394434.39068841,3448396.46836041,3150562.89557036,3700087.1038414,3072328.00648544,3258521.27351747,4315823.14482247,4250148.07145719,4767945.85459898,4225670.48387292,4436615.94605166,4016761.95340138,4766761.27709338,4135160.61310716
"E9Q7X6-2","Heg1","Protein HEG homolog 1","L",44115.7548662607,53183.0538635073,45684.2740998213,53776.654106084,50185.2002200309,55944.4019033859,51714.1545947328,57998.4081651084,34436.8088300908,35581.7912531449,48550.6684576083,44431.1259622621,51332.7444999392,47273.2179209555,65919.7330700338,60726.5749144359
"E9Q7X6-2","Heg1","Protein HEG homolog 1","H",7632.6048975771,9455.66193937966,10134.7872301622,10843.8751245595,8089.53584511444,8116.3772463461,7779.21155564774,11481.8494583954,6223.30991388244,5621.81275781994,8444.48360108286,5614.15797111525,8922.66268855273,8346.86110697767,10069.2719997584,11336.4603701749
"E9Q9R9","Dlg5","","L",78756.4437410785,66374.6094578922,58609.3477665641,60960.1376188305,59834.468457858,56046.3895461971,44384.5501824081,50706.7504772159,73660.2211324271,73946.0916886841,69105.2368084561,62401.3946531348,63729.8766370821,63031.2756111323,46081.2917561777,48090.9488470404
"E9Q9R9","Dlg5","","H",45609.3999663782,39974.1395043222,23016.3412833521,32791.4674115468,28579.1243199615,25911.4653919064,16899.404726698,31727.6252811962,34327.5843213281,36289.3287282345,28285.8100470534,29087.5334066795,25798.797400999,31073.8811270775,25753.6709637798,20926.5841936048
"E9QAM5","Helz2","Helicase with zinc finger domain 2","H",32935.5467659627,28770.8258718519,37479.7075099589,35454.6708374868,28347.7760222202,33503.3586456315,29856.1293753709,26272.0679967231,39593.7807978939,35792.3985930176,36802.483354204,33548.362794735,33976.0832015665,35972.8432978204,39051.6686992524,24735.3016568582
"E9QAM5","Helz2","Helicase with zinc finger domain 2","L",285667.144046098,225515.994867141,332446.768157684,262614.511315971,206927.454200745,244581.707405963,235324.478368498,240475.051408623,310367.275937342,278217.320091174,295309.255425778,290100.474799135,245716.176715131,270736.631284367,249677.266352277,241673.589756989
"E9QAT4-2","Sec16a","","L",61438.9005885536,61509.7326985851,59221.8926162822,62599.328044636,49724.1245935477,66235.122255896,59918.5827594962,51494.1083261009,64798.9424376509,63784.4721736149,62190.623328716,69044.9700184327,62341.2669397145,53408.1436418917,68606.1361432871,70885.8523207933
"E9QAT4-2","Sec16a","","H",14598.0557871948,14212.0740600304,14362.7302647466,12402.7405494423,10913.624057324,13035.1911012746,9870.94874693408,10943.3690904798,14478.9832678532,14423.2793731139,12084.8801751826,13631.914713667,13117.0711789832,12132.3099030565,14176.2216230463,12038.6048843979
"F6ZDS4","Tpr","Nucleoprotein TPR","L",1278129.23362374,1231463.28115207,1181813.72025179,1179168.15546907,1158122.70738536,1273877.82288366,1159217.99106035,1348424.16495174,1224703.39036286,1252100.83889996,1389572.70895045,1381343.92433613,1295113.45017812,1304045.08366786,1442722.62589051,1361484.29556541
"F6ZDS4","Tpr","Nucleoprotein TPR","H",324919.913174395,319827.059606512,263004.118207588,282535.251646537,289592.595610769,255730.921281301,296242.475711292,262112.872288216,226438.469092729,307990.272361828,289045.75695236,275976.921327913,277868.545242043,269144.43514864,274826.395783618,295525.882275615
"F8VPU2","Farp1","FERM, RhoGEF and pleckstrin domain-containing protein 1","H",68716.1008703353,46306.8159211409,38254.5830338138,33571.040225734,56098.1349143447,52814.7940487234,55964.1927362215,84514.1226906554,82161.9190653859,57644.7902488615,61542.0287798523,75126.9966442092,78626.1789844678,78656.4719954113,83441.49459246,68196.4107335248
"F8VPU2","Farp1","FERM, RhoGEF and pleckstrin domain-containing protein 1","L",311900.101290812,293031.207850867,272800.710244337,248931.380911705,282409.63170546,311178.00803134,320865.192871362,268056.794161019,369617.913852692,372778.320183732,342838.900833799,299026.83087373,350485.742105624,336406.450287768,373413.354933767,379999.520195026
"F8VPZ5","Ercc6","","L",33361.0619398334,31853.8862353724,34094.9758548459,30238.6268008279,26179.5498779163,28457.060237189,30468.2571190759,26050.6846898331,33769.440863837,29385.3773467812,33684.7250341781,30543.9618215399,27398.0438089414,34138.0009640327,31251.6207369347,26832.2344305355
"F8VPZ5","Ercc6","","H",7156.83467288852,5063.78387953426,6329.21084965449,5044.50345910707,5051.29961732338,4186.42554454389,4298.33388804934,4747.49632607006,5643.81897175651,5269.18822965857,6158.19090746536,5624.61610736265,4416.38969499785,4807.1722965748,5588.90831565012,4894.58197104024
"F8VQB6","Myo10","Unconventional myosin-X","L",143269.810515455,152731.257943115,135954.392284559,118731.185898704,149778.526132569,145220.121002481,159828.930714048,153357.76076793,147961.38494673,160124.717857383,136697.343137556,159001.515233183,165040.134931533,163285.87634382,153266.152514124,157264.900205144
"F8VQB6","Myo10","Unconventional myosin-X","H",80682.1590216951,73173.2747290239,82376.8426110079,73062.873629943,83312.313283016,73455.0114026457,64481.8526032984,71754.2737923468,74214.3230758368,87821.0867290727,85097.8722715149,74029.778620965,70270.1955871817,83515.3178839996,88583.9396586161,84979.9158495115
"G3X9G7-2","Zfp809","Zinc finger protein 809","H",26744.4270439641,24568.7332883099,27252.5857471113,25463.9593041227,29578.1815465639,25541.2168099302,28473.4598571139,29659.8606684003,29042.9419599809,26576.8634056729,31409.6555096199,30610.4330265022,29996.3692599466,34104.5707289038,39109.1480442882,33425.2524115452
"G3X9G7-2","Zfp809","Zinc finger protein 809","L",36448.0778819367,32464.2071379036,34171.701185098,34407.1207440587,42033.5272299412,47315.5785501276,40230.6928770873,41540.8191053684,50364.5194532588,39863.2147278122,46663.6542700149,46515.6629498796,55592.3838308273,52940.1203500874,51547.8799919533,42095.9437785681
