"Leading.razor.protein","Gene.names","Protein.names","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"A8Y5H7","Sec14l1","",30426.4114084337,29715.9326591507,34237.1073840815,24761.7089017504,28592.0949297325,27337.9632955371,32655.4724148558,32339.9804134725,23338.1912704253,27953.7605485437,24354.1580165169,28281.1723419807,21832.9973943756,26500.2151750801,19012.1738779731,24090.5766222122
"B0V2N1-6","Ptprs;Ptprd;Ptprf","Receptor-type tyrosine-protein phosphatase S;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase F",384982.925273913,546015.679196655,437214.869940231,422948.283785554,487355.951551357,475383.97002577,546623.570240722,515993.117480489,399034.758422226,414425.79911718,445777.593322826,418320.642368728,522958.541221604,609164.984935211,580787.830872203,569702.768470321
"B1AQJ2","Usp36","Ubiquitin carboxyl-terminal hydrolase 36",254105.524110683,229862.664849952,292624.842751755,259807.200813715,229029.958080415,256780.741109608,228217.884101471,214288.871276213,220713.02645706,232424.142228465,231118.022733149,207909.408231653,182325.552505853,217107.445021852,176034.025833316,194357.346311429
"B1ARD6","Slfn9;Slfn8","",253382.192778051,274632.398271875,284912.243954617,306691.881980346,266793.623011655,231970.473478563,221186.573829731,220723.376252153,155919.124663288,170336.419029059,120722.743673602,146881.045400585,84471.8828028098,90623.7240800825,45088.89936712,108295.661892455
"B1ARW8","","Uncharacterized protein C1orf122 homolog",22157.5589124029,18291.7693986033,17811.2655724272,19006.9026399366,17217.0613103112,19040.2152151502,16578.0682010167,16818.6076325848,15240.7043596708,20483.4383929783,16885.9177519787,19160.7852579863,16400.4961453748,21446.2974132131,16765.5165135794,17825.4278014819
"B1AUR6","Mms22l","Protein MMS22-like",17076.9166477784,13566.5176349796,22457.6250418643,20826.6612796064,20251.709644109,20092.0068732763,18548.8229688698,20102.2541049927,20386.5735061499,15864.6138240178,16226.3407436556,14356.3993267353,13924.6240203317,13501.783488476,8757.8858120807,9156.74061392473
"B1AVH7","Tbc1d2","TBC1 domain family member 2A",247906.226438504,229333.720437804,222704.84794703,200189.906139858,186627.387674795,185109.933561748,177217.387170662,177854.759606883,158901.800336021,165098.068400527,172939.319027427,189616.940198319,171281.610016375,157327.658169573,165525.735132429,163104.061673533
"B1AVY7","Kif16b","Kinesin-like protein KIF16B",182597.267313565,169410.973984192,147533.326893582,150561.017396692,140593.317088969,139970.483521273,141986.751251458,146668.751803751,168671.339481867,171840.529275735,163254.358919216,161164.968530974,167002.750873443,176480.455157744,151945.897203379,170223.453700046
"B1AVZ0","Uprt","Uracil phosphoribosyltransferase homolog",131094.451346872,132906.940138013,131486.00761628,103856.156483582,114647.262205472,109162.217235841,129974.506604913,109162.507265401,113459.411425997,128875.026230558,118395.658964181,116930.038958944,133444.439334689,117782.518870015,130704.700162329,120454.080788181
"B1AWL2","Zfp462","",275251.976528863,273978.227931196,274274.7983265,271090.916910544,271879.625805729,264319.771267072,213469.651815676,251178.082494773,218795.555847291,260886.045089277,284215.091411522,293378.927488441,263395.267819764,271827.431395636,242036.52687429,277135.89832542
"B1AXD8","Akirin2;Akirin1","Akirin-2;Akirin-1",282901.040323932,259768.350827065,236890.097240783,223072.962045118,244537.839896206,188588.508092001,203468.895262956,172924.356364131,232807.442894212,209878.774616283,192016.207930816,212591.894439894,145313.528753646,161479.6226367,141583.599654419,132881.278390901
"B1AY10","Nfx1","Transcriptional repressor NF-X1",1127723.25932242,1166325.98736543,1125902.3136946,1040118.31975459,1022830.85809316,1133007.98867764,1002530.85979053,959862.045495937,1369155.90269705,1178617.02467206,1069456.26001363,1079959.28797666,991409.679268866,1078497.53941981,970921.891095392,937527.017851538
"B1AY13","Usp24","Ubiquitin carboxyl-terminal hydrolase 24",990947.065467517,902787.153650514,1017736.21855074,891719.831928223,945356.380316544,924360.768839022,962482.038248121,817011.014210317,1063524.26173687,902181.090316607,889453.123116438,1003807.46569936,989487.061042984,900331.06921148,908986.778704801,906591.806314765
"B1AZ99","Otud3","OTU domain-containing protein 3",71564.1528902697,91682.9473507288,78027.1563500759,68595.566152464,92564.3089997853,75614.0685085285,66029.2486912521,69476.4945183365,80089.8202129237,91030.2293343048,77564.2037468101,76304.4239649272,79172.9125839676,88110.7603717741,70771.2599904482,82732.6410577278
"B1AZI6","Thoc2","THO complex subunit 2",1830326.654904,1728986.28707018,1650991.06935159,1674051.65282001,1375757.35120102,1829323.59140275,1445773.11689377,1426255.30825186,1978979.27502357,2080675.7135801,2213458.62252989,2017556.46505524,1863541.393659,1687619.98851849,1775529.11693807,1640831.62719068
"B1AZP2","Dlgap4","Disks large-associated protein 4",60553.5366488135,68858.4948375914,62503.8085546249,57188.248892399,51294.2218829792,67676.0018304361,55250.9997224248,63073.3364593127,50975.2639550345,43443.5488305754,73015.2681137357,60325.5183679525,63529.3043499899,63736.3881978135,82805.6004461108,62386.0031123868
"B2RQC6","Cad","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase",7332374.48618668,7100274.17902204,7422589.21183351,7348203.95988059,6923029.39512901,7147309.85781632,6919541.72950364,6520419.01950443,6438902.06479732,5875853.97172108,5861833.74371695,6320389.39148839,5633237.71444432,5407304.35314835,4964153.27436969,5562195.57991617
"B2RQE8","Arhgap42","Rho GTPase-activating protein 42",120601.717543274,123473.103371037,140426.928872986,121957.712359576,126739.610589332,151342.928583454,167004.000019911,148113.992679631,131651.134720989,144108.226787587,137538.300325202,133478.188319747,117177.700671192,165505.393343886,135411.619174002,119521.399711685
"B2RR83","Ythdc2","Probable ATP-dependent RNA helicase YTHDC2",1069315.62255504,1077184.31554851,1015971.63594961,1018669.22595878,1076346.72134478,1009916.85446156,979968.815540557,974903.062827827,1111829.27633883,1107742.77287924,942229.452649886,998474.518727024,931122.343991879,1017253.11742724,833893.025291393,862541.211902165
"B2RRE7","Otud4","OTU domain-containing protein 4",775653.935394716,734277.434728035,680154.580235722,716295.493617743,655416.791841146,645184.93669334,619585.789199913,563289.296388917,577340.535148146,727441.954512651,642629.144441957,681656.265416085,591860.024396085,637755.367281532,501513.058423673,517811.01189553
"B2RSH2","Gnai1","Guanine nucleotide-binding protein G(i) subunit alpha-1",195788.677585453,266825.822896328,182513.772254523,136303.867648251,154256.581039539,213040.052078057,198354.160480835,186089.112712539,71065.7723665043,100850.985892892,100830.386222865,96821.2126603252,142556.748663196,198532.197971097,182343.653278331,223626.27957447
"B2RUR8","Otud7b","OTU domain-containing protein 7B",214540.671379696,201846.966965043,180743.250797353,175348.324172485,166711.636770806,190916.641961755,171986.384448391,159235.127386441,161075.752431651,153573.61517812,153146.22465121,171010.466861299,140566.561557804,146339.692332141,133352.435412361,136194.352723881
"B2RVL6","Zcchc24","Zinc finger CCHC domain-containing protein 24",188060.05242218,144490.22591386,191627.662693418,155676.454203087,176530.070979529,200244.84983303,163041.135148259,189741.256234899,276398.029386534,208863.247008396,218230.149209132,199316.612928768,157712.73086279,183741.245598167,204364.963339011,162897.162951066
"B2RWS6","Ep300","Histone acetyltransferase p300",580776.342685557,541411.970908448,500251.054518516,610628.181689752,575445.049018542,567892.63359441,554655.087990795,579013.51332346,605971.633447348,643895.213285673,643224.704230604,593069.30918853,626113.186858712,650331.429402438,620014.720944217,585513.084556252
"B2RX14","Zcchc11","Terminal uridylyltransferase 4",568726.485695845,516832.069347005,491495.881589586,541116.057674375,521391.47283078,571495.612091644,457201.001074339,531419.187664396,649026.491318055,623467.251937296,566043.297708765,591438.507450035,579579.234969018,645725.357164573,619252.141931578,563416.849932203
"B2RXC1","Trappc11","Trafficking protein particle complex subunit 11",1345694.8877463,1324922.86908298,1471585.69169756,1421762.50911966,1426839.93885663,1497366.21566627,1531599.28929918,1317392.89268806,1147867.00577917,1363791.37926658,1439543.98646011,1386696.05871555,1282063.09144285,1354146.71562639,1319874.68074957,1378287.42844295
"B2RXR6","Ankrd28;Ankrd44","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A;Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B",541283.862586385,574916.967640886,536128.24062887,551259.455845417,488051.98045225,536821.489049523,541045.477397799,593578.254859583,487031.039109601,455243.216264261,557601.365048772,547503.611866731,636996.607429839,544370.656569467,657078.696069228,581596.500722544
"B2RXS4","Plxnb2","Plexin-B2",1428599.57135151,1933005.11307986,1495837.56710801,1420845.21988892,1557586.18942484,1674341.74230248,1812827.31290242,1819395.55098138,1066300.7880048,1100027.89342545,1251198.27326981,1179058.47988056,1512808.45340194,1714999.69829434,1765642.34165871,1813105.16477817
"B2RY04","Dock5","Dedicator of cytokinesis protein 5",2230131.60351248,2383327.01158896,1970961.29520506,2133392.26091373,2102963.15724724,2008904.40075201,1990026.64031367,1976944.11746454,1947877.50995689,2026334.29625547,1904313.89915902,1921793.58823507,1854799.27897358,1966574.23622746,1687393.37875521,1855568.3279941
"B2RY56","Rbm25","RNA-binding protein 25",1987975.75677937,1695455.58073389,1675835.27937024,1405895.6765174,1531664.05759153,1751158.31864134,1462513.85475255,1522423.36097232,2350257.59080649,2105132.05719922,2064629.78186612,1915004.04435762,2009874.92565441,1773395.78480125,1684354.38466346,1707535.15651395
"B5TVM2","Ildr2","Immunoglobulin-like domain-containing receptor 2",16376.0994895528,19955.0670284584,17930.5729482472,17812.6559599628,19585.8200190329,18663.2071125271,22628.7467190405,20629.7627552842,15302.6171837211,16454.8822130079,18123.9074125796,16084.4763456276,18468.7551766608,20198.5921927391,16858.6972364482,20146.9252855943
"B7ZMP1","Xpnpep3","Probable Xaa-Pro aminopeptidase 3",154156.075678686,133276.08635539,153569.802880574,154296.478587388,132382.059763172,141705.417344106,148341.809218242,136529.769893311,183940.970324905,172493.404987786,157467.247040814,151122.474659739,153037.581212039,163605.940050451,174128.720517031,166459.154512136
"B7ZNG0","Kif7","Kinesin-like protein KIF7",95432.3376455686,80095.4948848131,94533.7294860352,79021.2145662428,75275.8552798832,82093.5578805837,72537.8805245616,82818.3837174803,94345.5016915968,95351.4645196306,88970.7811268167,88517.3616149191,80702.0008563156,100726.530829924,79545.6678468311,83302.43594753
"B8ZXI1-2","Qtrtd1","Queuine tRNA-ribosyltransferase subunit QTRTD1",29924.8926562348,29489.9178762719,26556.6287837891,29903.5134430619,24756.6837115788,26253.5208202093,32031.0265730284,27977.5028506933,23147.2764801979,22933.0010575135,29434.0204889643,30761.0807470611,25885.5881366113,23205.6092153447,24705.2154622771,26927.4744935969
"B9EJ57","Mterf1b;Mterf1a","Transcription termination factor 1b, mitochondrial;Transcription termination factor 1a, mitochondrial",16162.8073109623,14884.0926024343,13263.0032786643,14474.346747369,13751.0445913864,13870.0671473085,16828.5320176669,16173.4531681995,19138.1673818562,19492.1557778459,15746.8179964447,15456.6403796935,18633.7414288958,17326.4981224919,15577.2118111886,14395.0809171766
"B9EJ80","Pdzd8","",151329.333620838,175395.917507298,174886.98197335,151310.476957017,163975.084711883,182000.618006836,168266.996771136,165186.297817769,158135.502267857,161443.826264805,180806.290852584,162452.250562936,169528.765879067,192157.230795948,184985.076285846,195843.96303653
"B9EJ86","Osbpl8","Oxysterol-binding protein",56548.9703531283,76297.3879679462,68398.2424825158,54861.5368675477,61453.324093669,68869.7157073325,64585.0611421408,71524.9548184162,60091.8258000143,67720.7659420455,56691.8100199154,58750.6018892894,66003.5589627562,78485.3076116059,77627.3573070753,81220.7733066817
"B9EJR8","Dnaaf5","Dynein assembly factor 5, axonemal",111207.494885918,114173.163752464,136179.559781041,130944.192479747,112029.100989367,113207.348746178,95343.0064997484,92722.9278806421,104890.270591699,132156.386515696,123515.637152834,136658.23424567,94555.2386681639,101903.169038221,108707.536934135,99714.5049410791
"C0HKD9","","",77084.3576075977,78312.0389224559,63438.3829985488,73362.4484483947,56824.4964396397,75580.9823470973,48749.0908652464,65011.6461221643,130401.398993425,93395.9063699019,108008.300652905,85619.7108925885,86958.6461771835,85386.3983949321,75323.989954355,67510.9633149529
"C0HKG6","","",36080.2340831432,46048.006366844,45081.750154873,49324.9861633633,44550.5589189842,47009.3405744088,55891.6598008037,57118.9402556628,31930.8792771496,32262.2082904339,45589.1791594445,43901.3644274036,50209.7377553384,44622.7776929924,58440.6449137932,50928.2253318151
"C6KI89","Catsperg2","Cation channel sperm-associated protein subunit gamma 2",88058.0709165676,66369.7421212881,95253.6832172338,68400.2139558205,78725.6721380565,110592.235960432,88660.2364023363,65862.6807612137,76280.6590873347,45300.2856174333,49666.9883580024,49533.5507699279,55841.9155032043,43113.6711126395,81695.4473177389,49421.1482892486
"D0QMC3","Ifi205a;Mndal","Interferon-activable protein 205-A;Myeloid cell nuclear differentiation antigen-like protein",452524.635952578,368109.162003508,462525.797156708,516547.006456211,416752.720060674,525476.592570176,454408.830446322,513961.070668989,746521.691212315,614446.477840043,585948.71609036,529340.291176042,617123.312426145,622280.976071866,676341.556150016,568220.742840847
"D2EAC2","Zbed6","Zinc finger BED domain-containing protein 6",427965.452250449,333084.43826737,417764.546382413,349019.939478853,366222.52881965,408772.733111495,387829.115015298,344609.997181512,434048.378705275,429492.067272623,411793.704277154,394381.842036474,386401.231860432,429479.777570111,383618.523419498,422186.215015843
"D3YXG0","Hmcn1","",15414.027625805,18953.2596002126,14953.7213577856,18079.1240547934,20568.8313368432,18449.7143024506,20404.3643810637,24132.002740331,23499.4691022548,24602.8365711157,23923.24059057,24730.6246075096,26304.8473187615,27389.7388588782,34410.0378462208,34334.0096096113
"D3YXK2","Safb","Scaffold attachment factor B1",700694.938421718,612193.303121834,589180.253743528,619837.50766301,543221.54809384,637083.79006693,508942.60725631,536254.098558852,793686.880573865,621777.877210123,687675.921801346,615939.3912472,522902.251794371,553838.604336024,552719.79325762,530620.268499506
"D3YYU8","Obsl1","Obscurin-like protein 1",1361921.34415183,1252498.58845312,1146213.79789109,1368185.10018907,1270221.09788971,1238400.91721375,1131691.75446052,1231209.02275685,1378262.80208162,1392925.06279582,1301260.00027529,1225027.68624249,1276279.78413126,1255170.38787608,1157097.96731099,1069399.17342376
