"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr","Amplitude","CV"
"O35344","Kpna3","Importin subunit alpha-4",0.963137472283814,24,6,24,47928.6400939964,51885.219948447,39454.0930974039,61870.2614765654,47198.3055945528,58154.8142693039,61589.2385769155,48748.1518711609,52103.5906160432,0.430223101980602,0.151259855067804
"O35350","Capn1","Calpain-1 catalytic subunit",0.881513303769401,6,18,24,50007.3815297235,42344.8926075754,50347.3132280483,46553.2847776899,46562.9187973825,49635.7151624882,45334.6947727052,42399.9894610247,46648.2737920797,0.171548054621297,0.0688468913766582
"O35375","Nrp2","Neuropilin-2",0.710920177383592,18,12,24,60661.3680197255,67054.3969129297,70372.6402704048,67946.8526400585,71709.9930433967,71798.4545346231,72137.5464485938,68437.8656971349,68764.8896958584,0.166890087072437,0.0552948636926823
"O35379","Abcc1","Multidrug resistance-associated protein 1",0.662527716186253,6,12,24,32609.2580904154,23985.2495717002,27835.3871464391,27449.0203079627,28487.6632168477,32546.8911964807,26420.9306587375,32057.0201598749,28923.9275435573,0.298161738433623,0.10989940030083
"O35381","Anp32a","Acidic leucine-rich nuclear phosphoprotein 32 family member A",0.258110014104372,12,6,24,554957.74472576,559406.489171169,517837.421475253,544923.550345663,533165.242496077,545011.537203315,533383.953541205,501631.395696493,536289.666831867,0.107731133094513,0.0358909639435114
"O35387","Hax1","HCLS1-associated protein X-1",0.258110014104372,6,6,24,107955.803780471,93345.5865162931,87840.304905553,97042.6976072133,100559.967084592,86928.6795178602,90786.0493898707,87454.9475409796,93989.2545428541,0.223718385307797,0.079272344221077
"O35405","Pld3","Phospholipase D3",0.51410437235543,6,18,24,17703.2520851508,16343.2793587916,15030.2323702127,16918.2444576238,20964.9486438316,22283.3805400468,20960.313722095,14647.7586016401,18106.4262224241,0.42170784254213,0.161520251875403
"O35465","Fkbp8","Peptidyl-prolyl cis-trans isomerase FKBP8",0.750554323725055,6,12,24,301479.617317095,226224.203913864,240162.210331833,236636.093391674,232226.337053072,214834.430267544,200314.406883126,204012.179694347,231986.184856569,0.436082909404785,0.13661365663889
"O35516","Notch2","Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain",0.923579946146942,6,18,24,117680.469471005,98327.2832029717,105743.11663708,105983.012127487,101977.241779835,114840.469204658,108643.266320847,95693.209820937,106111.008570603,0.207209977044356,0.0714905591783158
"O35566","Cd151","CD151 antigen",0.473946784922395,18,12,24,42751.6334092521,45084.1510137576,50217.7695558387,54176.3608356942,48447.593515905,63132.3382429076,54596.0729204049,51146.1231955055,51194.0053361582,0.398107252984573,0.123561753052223
"O35598","Adam10","Disintegrin and metalloproteinase domain-containing protein 10",0.881513303769401,6,18,24,175466.063046772,153814.213677238,165049.36494114,166727.686265463,163103.721525014,168740.290238268,163826.860613707,149812.591815477,163317.599015385,0.157077200411686,0.0498848185818065
"O35607","Bmpr2","Bone morphogenetic protein receptor type-2",0.828159645232816,18,6,24,5551.61350617384,5391.29867406495,8357.52651498113,4681.37651473135,5740.48666219107,8185.77915317248,6258.69510153755,7133.70827725148,6412.56055051298,0.573273339299026,0.210080885559291
"O35615","Zfpm1","Zinc finger protein ZFPM1",0.258110014104372,6,18,24,48937.3298323193,44503.5336843079,34089.788645476,31997.4994812865,34725.3526100124,31987.3753812217,28236.0880812753,31015.677009487,35686.5805906733,0.580084765993363,0.201348933359024
"O35639","Anxa3","Annexin A3",0.100846262341326,6,18,24,1151918.82451045,1170282.76920696,1132404.18504461,1148102.04873284,1222611.54368615,1144083.17657226,1129795.1549301,1122295.40072863,1152686.6379265,0.0870281129813155,0.0277336594062335
"O35643","Ap1b1","AP-1 complex subunit beta-1",0.764966740576497,24,6,24,603748.440957231,582047.426547657,612200.085252773,687354.058409324,610684.337737983,711029.579484822,634365.210549695,649162.017281202,636323.894527586,0.202698899171345,0.0692698066209817
"O35648","Cetn3","Centrin-3",0.750554323725055,12,6,24,5705.16783939391,5395.97499742106,4341.77581634986,6914.83022933505,5388.13895233397,6465.81984195188,5140.46781195534,4736.66003853217,5511.10444090916,0.466885438404197,0.154156708721496
"O35658","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial",0.110014104372355,12,18,24,536663.194980116,604237.993184815,623493.694344817,559299.854098037,546923.870428805,576870.72817952,567593.099087542,598490.565227231,576696.62494136,0.150565298303124,0.0520126278701333
"O35664","Ifnar2","Interferon alpha/beta receptor 2",0.833148558758315,24,6,24,9840.88916371578,12617.8084184252,10908.0722714073,11366.0120328906,10771.4263010899,9850.86014881755,9854.86560189306,11758.2646948466,10871.0248291357,0.255442269551893,0.0934817924711461
"O35685","Nudc","Nuclear migration protein nudC",0.828159645232816,6,12,24,104706.291109024,116006.296266703,106454.26601597,107912.463420568,113850.588543593,100695.836493826,102566.123675913,109271.286543493,107682.894008636,0.142180983468452,0.0490474757097862
"O35704","Sptlc1","Serine palmitoyltransferase 1",0.258110014104372,12,6,24,153320.84022508,154949.503633848,130593.636049645,130596.777202494,130908.393545185,125053.708488982,107516.135801594,118203.165618794,131392.770070703,0.361004397781781,0.122770852296098
"O35711","Ppfibp2","Liprin-beta-2",0.51410437235543,18,18,24,2915.93523909551,2857.49510991989,3668.60253627213,3550.80083383404,3879.81005422431,3562.27094078341,4153.03539126048,4194.9113415609,3597.85768086883,0.371725718544276,0.139598843691369
"O35737","Hnrnph1;Hnrnph2","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H2",0.220028208744711,6,12,24,68564.8724068764,50043.2716248154,48682.3469925824,44172.0872296217,50751.2301941271,42985.536580684,35964.2841865837,44026.6304368834,48148.7824565218,0.677080220039436,0.197872782268044
"O35841","Api5","Apoptosis inhibitor 5",0.828159645232816,18,12,24,50331.7499983527,49581.5814629546,49948.5745045114,55712.3751503116,51204.343977585,57265.8260575822,63055.9768259119,55627.1910809039,54090.9523822642,0.249106269524206,0.0871062997210783
"O35855","Bcat2","Branched-chain-amino-acid aminotransferase, mitochondrial",0.914315937940762,6,12,24,74968.0628849096,55110.5230596064,55167.4517448027,65585.3417577718,57924.6812909892,67757.5069799746,61351.5131660957,60373.9024962447,62279.8729225493,0.318843615015044,0.109805004614148
"O35874","Slc1a4","Neutral amino acid transporter A",0.750554323725055,12,12,24,18248.8785158251,22651.3989499914,21245.0591025084,20306.0104601861,21338.8253445664,20660.9770536546,18556.3499248819,18689.3043948138,20212.1004683035,0.217816077110358,0.0780296364642958
"O35887","Calu","Calumenin",0.0315964523281596,12,18,24,27029.1490991339,35317.2259907981,34275.440405012,33519.6847281196,32557.7254399548,41470.5913162851,40274.7231712862,34535.710193897,34872.5312930608,0.414120847603192,0.129197402702563
"O35914","Bnc1","Zinc finger protein basonuclin-1",0.828159645232816,6,18,24,224923.858104626,234550.591188525,197093.910663701,208249.264729822,216321.844857765,196467.002299529,216798.130833388,174008.635303461,208551.654747602,0.290297173418904,0.0913925697033962
"O35943","Fxn","Frataxin, mitochondrial;Frataxin intermediate form;Frataxin mature form",0.881513303769401,12,18,24,173364.812886328,194431.482036429,186509.883224577,168862.795552309,176246.628982218,172456.625468682,173539.549898473,177847.830471066,177907.45106501,0.143719031052706,0.047554595853815
"O35955","Psmb10","Proteasome subunit beta type-10",0.917960088691796,6,12,24,33528.7535046551,28968.8293416094,26893.9264458585,25019.2530982548,23847.0177586487,20518.414934964,16296.9488774916,21474.7665516381,24568.48881414,0.701378288160971,0.217658488026405
"O35963","Rab33b","Ras-related protein Rab-33B",0.764966740576497,18,12,24,133397.723538035,127149.859747001,131585.429005034,140126.585370791,138164.659782409,147168.55589937,145046.369587195,141497.436502934,138017.077429096,0.14504506634444,0.0497890927443313
"O35969","Gamt","Guanidinoacetate N-methyltransferase",0.710920177383592,24,12,24,43232.2553901234,41310.0337565994,44304.4515950161,40454.5671057419,43264.4348147444,35728.7197333093,35845.0451590948,52610.8549526896,42093.7953134149,0.401059944670756,0.127308480936897
"O54724","Ptrf","Polymerase I and transcript release factor",0.212860310421286,6,18,24,284105.683752067,267302.723048829,215769.42564639,232809.293998581,253218.532649141,244888.003159509,264798.11296205,208524.837621144,246427.076604714,0.30670674331847,0.106300598170404
"O54734","Ddost","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",0.963137472283814,12,18,24,5844.61919571705,7999.40033323256,6865.07202007079,6729.49108730826,5392.00290804079,6312.9300697765,4809.09327501217,6483.0354764969,6304.45554570688,0.506040059302644,0.154948555349542
"O54775","Wisp1","WNT1-inducible-signaling pathway protein 1",0.0881374722838137,12,18,24,6425.16683872087,7624.08092221746,6098.96972035862,7432.82759691405,5217.03329042894,7614.92316938124,7600.23741989376,6813.29500020903,6853.3167447655,0.351223753612001,0.12933045557569
"O54781","Srpk2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",0.405487804878049,18,18,24,116926.754083202,115287.586167006,135813.544688601,144021.838649416,130735.988346607,129899.605506409,138953.71512974,117004.179956622,128580.40156595,0.223473034245206,0.0857646619876762
"O54782","Man2b2","Epididymis-specific alpha-mannosidase",0.662527716186253,18,18,24,321471.100753071,325989.221163436,350543.320481589,345172.978734327,381652.954912624,325816.336253063,379126.320892916,368977.232305341,349843.683187046,0.172024984448201,0.0700921069648629
"O54784","Dapk3","Death-associated protein kinase 3",0.254573170731707,12,12,24,51622.4992746141,55467.5765632842,44252.1390547735,50981.5498403457,51450.129680281,56550.2816735005,59156.0868721191,49372.2705754282,52356.5666917933,0.284662436043228,0.0888083609515734
"O54785","Limk2","LIM domain kinase 2",0.750554323725055,18,12,24,39758.7201995709,47919.0282017627,47995.5179941921,41506.5640479075,44827.8640677763,42844.8779902827,43820.1360839261,47595.2179251833,44533.4908138252,0.184957380256931,0.0701051304584259
"O54819","Tfpi","Tissue factor pathway inhibitor",0.963137472283814,6,18,24,39014.5313259638,33008.2521028189,32497.9279473207,36778.0106562205,35954.107851936,32845.5831354989,38225.236415226,30999.4717285098,34915.3901454368,0.229556638607445,0.0848281521085328
"O54825","Bysl","Bystin",0.314174894217207,6,18,24,36126.9701556185,35789.0429558104,30935.7715306912,33468.3196192063,37053.2559697026,38954.4914232003,36379.3307252656,32447.4853793694,35144.333469858,0.228165371222261,0.0751761574171557
"O54910","Nfkbie","NF-kappa-B inhibitor epsilon",0.0289634146341463,6,18,24,24214.3443460251,22778.6116837952,19133.6828972514,20358.8572549334,24644.3268252371,20668.4696650063,19247.5893337175,14785.5752854948,20728.9321614326,0.475603444642705,0.154591937450016
"O54931-5","Akap2","A-kinase anchor protein 2",0.0650406504065041,18,12,24,246571.946320841,256072.318046878,293954.013480433,265834.490774355,262620.247297209,265790.616929254,268198.917231931,286583.214526548,268203.220575931,0.176664795664441,0.057392845069692
"O54941","Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",0.914315937940762,6,12,24,99554.8752565302,71267.3771785639,64171.5620823014,93769.9696928056,75873.0154564906,75986.2167711619,93488.5008457657,61650.8376112186,79470.2943618547,0.476958566086617,0.1810007192403
"O54946","Dnajb6","DnaJ homolog subfamily B member 6",0.881513303769401,6,18,24,32210.4613947057,33645.1631592914,26316.0337743693,25395.6013000999,35445.3305809975,23839.2617878169,39110.6029452523,29130.0900027227,30636.568118157,0.498467749342484,0.174938073278572
"O54950","Prkag1","5-AMP-activated protein kinase subunit gamma-1",0.110014104372355,12,6,24,169664.415901851,154378.301720552,131010.321109937,154167.435450339,149049.925496027,151880.294673,144160.72769955,145944.965610613,150032.048457734,0.257638919079369,0.0729621002697869
"O54984","Asna1","ATPase Asna1",0.416574279379157,24,12,24,172445.784458079,140037.576761819,196915.664346573,176802.65604163,150899.599360165,168710.319792861,149003.350353934,189008.961331424,167977.989055811,0.338604408258848,0.119284938267518
"O54988","Slk","STE20-like serine/threonine-protein kinase",0.416574279379157,12,12,24,23267.2033611795,29748.3211833625,27864.9882880985,25950.344476363,29695.7125077863,28322.6682930808,29319.3449532813,25062.8003771106,27403.9229300328,0.236503285997792,0.0874267545002618
"O54991","Cntnap1","Contactin-associated protein 1",0.254573170731707,6,12,24,17409.9848834532,14205.6660448013,14683.816500905,15305.1232122032,16253.3918011925,17577.2612249306,14661.23283648,15284.9646087725,15672.6801390923,0.21512562945246,0.0815015185542524
"O54998","Fkbp7","Peptidyl-prolyl cis-trans isomerase FKBP7",0.00831485587583148,24,6,24,243446.334372251,307859.000434494,292152.954191241,330338.89332667,254344.451222365,291192.240061145,311412.02744541,318645.055244688,293673.869537283,0.295881138799745,0.104255259941453
"O55013","Trappc3","Trafficking protein particle complex subunit 3",0.0193935119887165,6,12,24,61079.5259545792,54313.4557743672,48290.9105715873,51020.6663463642,57340.3229671667,53423.3314522474,45669.3460653111,46343.4112522309,52185.1212979818,0.295298343780301,0.10366295576177
"O55022","Pgrmc1","Membrane-associated progesterone receptor component 1",0.258110014104372,12,6,24,29286.2791830274,25043.2285001191,17313.119859321,24183.5822878584,30412.1037575548,36757.0300155697,23879.8387674066,32114.148903573,27373.6664093038,0.71031442648253,0.219379546137322
"O55023","Impa1","Inositol monophosphatase 1",0.828159645232816,12,12,24,52379.9505503362,51415.4952981354,45581.6325607578,43292.8844894214,41318.3353294924,43295.1434319144,42431.6911845163,43111.17565277,45353.288562168,0.243898856544462,0.0929884951504696
"O55029","Copb2","Coatomer subunit beta",0.764966740576497,12,18,24,360782.354977058,361440.878373755,323183.717538894,370863.494782834,312325.792312284,381255.858543983,376677.106660361,326583.694187186,351639.112172044,0.196025026357062,0.0762799899997879
"O55091","Impact","Protein IMPACT",0.0289634146341463,18,18,24,44055.5516904305,53761.8588498165,60363.1637710986,58890.5912643189,57333.7559751807,52240.0051162119,61007.6832861995,58350.9090659037,55750.439877395,0.304071710161385,0.100807046788253
"O55102","Bloc1s1","Biogenesis of lysosome-related organelles complex 1 subunit 1",0.258110014104372,6,18,24,243061.537916521,202882.341112636,206941.890760184,220406.694556199,240489.657575857,221624.356176206,219762.915492629,202231.650088247,219675.13045981,0.185864862093454,0.0716241096489718
"O55106","Strn","Striatin",0.254573170731707,6,12,24,17032.2866147701,13785.8431001019,11758.2129342695,14704.0526588626,16261.7088358978,13700.1386049707,15002.2357114907,13663.7185555683,14488.5246269914,0.364017304472482,0.114235196611202
"O55131","Sep-07","Septin-7",0.0734478935698448,12,6,24,155401.729796361,148603.513146565,119208.026196765,124357.892050646,130667.546081845,132856.149445164,123121.569912631,120109.85026035,131790.784611291,0.274630003200506,0.10211197052714
"O55135","Eif6","Eukaryotic translation initiation factor 6",0.442350332594235,6,6,24,289317.060605673,244380.26472936,255925.354592747,248756.006932733,254881.679682858,245057.093172444,226913.585707041,254108.959664045,252417.500635863,0.247223250136904,0.0696795073543455
"O55143","Atp2a2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2",0.51410437235543,24,6,24,909184.08338971,956438.268298576,956742.944900411,978729.997759376,961791.943066212,992656.04313393,1030607.81609316,997194.672648546,972918.22116124,0.124803637204495,0.0369773092221124
"O55201","Supt5h","Transcription elongation factor SPT5",0.195121951219512,12,6,24,64110.1716322495,71530.7995993845,63816.6578019883,64299.5347909953,66224.3022048323,65162.6334161928,61870.929420856,57221.5650859055,64279.5742440505,0.222609354242937,0.0625060385933206
