"Leading.razor.protein","Gene.names","Protein.names","S1","S2","S3","S4","S5","S6","S7","S8"
"E9Q5G3","Kif23","Kinesin-like protein KIF23",34199.822664102,33445.0457509453,27997.9111337466,29618.7220576553,25789.8827238933,23608.3125778118,24674.6687809662,25019.3030537979
"E9Q5K9","Ythdc1","YTH domain-containing protein 1",148243.17029929,139005.614792841,152427.900449501,129199.653910415,134693.011955356,148437.088062988,135406.177685125,148329.384502247
"E9Q634","Myo1e","Unconventional myosin-Ie",208946.509516919,210820.289320872,208415.103919202,200351.628359146,210558.715967658,224747.36748698,233199.078486354,215801.71827492
"E9Q6B2","Ccdc85c","Coiled-coil domain-containing protein 85C",14024.043778783,11806.9653122199,7754.48447002899,10336.537080785,10169.4616726384,9926.9176006196,7890.8895285816,8901.50643264628
"E9Q6I0","Vmn2r116","Vomeronasal type-2 receptor 116",26955.4978155419,31623.354620989,31297.3897238238,32219.4192341293,27736.2240848352,32476.8776090803,37006.4835229262,32509.6088088063
"E9Q6J5","Bod1l","",160174.955777692,135034.929827063,110205.018451484,124808.286878492,121914.558779985,118947.058066838,131457.053155152,99217.5293955827
"E9Q735","Ube4a","Ubiquitin conjugation factor E4 A",65813.4937633853,67322.9402530654,64499.9393501971,68626.5928305793,68414.7413346916,72194.6777260433,78083.8550222442,65789.5479809737
"E9Q784","Zc3h13","",90872.4618657223,86190.0583479648,73878.3067218882,75885.2630570444,94583.2493510699,77386.9667765602,82117.650960561,70829.7423174863
"E9Q7D5","Arhgef5","",240697.074591781,225181.896342284,235411.206556637,249372.706560471,227305.332771048,248703.311606475,253813.420218435,237482.287272923
"E9Q7E2","Arid2","",264855.821152808,253651.194029202,263769.991823822,264743.567390851,237511.589236199,248965.286282475,235831.858837716,231990.172353152
"E9Q7G0","Numa1","",1886699.93300415,1835845.75302879,1711751.90004479,1669009.52786711,1680989.95480545,1531078.48763266,1523840.00181338,1436227.37459974
"E9Q7X6","Heg1","Protein HEG homolog 1",216858.604422253,209224.97132387,221996.909672935,206269.379516364,240239.819938031,207273.306109609,225768.067673886,247156.605796741
"E9Q8D0","Dnajc21","",14206.1730119054,12733.5795020132,11392.3269216639,10606.9740423022,11852.8234300855,12239.1262288747,13717.4305095348,10717.1672129369
"E9Q8T2-2","Prdm15","",2566.33271095968,2166.42231588136,2360.63801645935,1704.67109915801,2471.87072222443,1566.15515646421,2164.43817418005,1541.1324601077
"E9Q8T7","Dnah1","",14670.5932735321,17226.1852009816,15313.0687361235,15110.5047793305,13933.0187441628,13935.448216466,12772.4666823852,10223.693071465
"E9Q942","Smim13","Small integral membrane protein 13",1932.96484266488,2916.78062698464,2171.63285075855,2029.01772879798,2127.13446527315,2914.82534294403,1886.24788861729,1794.84298088933
"E9Q9R9","Dlg5","",27006.9247243848,22977.6873613407,24467.2459675976,26400.9270317903,31071.5688631241,26512.4004234022,31551.9668524279,21432.6936140982
"E9QAM5","Helz2","Helicase with zinc finger domain 2",114838.515326792,102605.725859354,100495.587846953,111007.609310365,98219.5720933454,102657.46420415,93116.4705841995,92690.8518861591
"E9QAT4-2","Sec16a","",943396.42709391,839477.847970847,849332.584088,913674.740107251,838169.22843011,894121.200074623,854671.604324685,855766.981286471
"F6VAN0","Atf6","Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha",1794.46493653916,1941.82315321875,1697.19338170596,1809.62710138245,1762.53933666209,2157.62918522008,1692.69221374162,737.011629245542
"F6ZDS4","Tpr","Nucleoprotein TPR",1578570.09466743,1587721.866587,1542413.0057485,1470571.22866874,1525670.59027751,1461293.92222536,1393401.03862889,1334066.36219492
"F7A4A7-2","Otogl","Otogelin-like protein",10752.3083958063,9690.64987650766,7936.18900701173,9412.86501981637,10344.6667827797,10290.7769449065,12967.4942635336,7565.27034300006
"F7BJB9","Morc3","",175989.101560315,165519.312528018,162084.80708631,172304.77794346,158130.950909256,181363.117212316,179380.297527007,160871.544612448
"F8VPU2","Farp1","FERM, RhoGEF and pleckstrin domain-containing protein 1",1103632.0462018,1112025.29055447,1084802.28693224,1067124.05870509,1037454.33805776,1015047.16877403,1131365.91794706,1081106.00004688
"F8VQB6","Myo10","Unconventional myosin-X",214614.451084075,228545.416634014,232193.849899876,220400.643807584,236200.035418325,260737.939159334,252353.178802829,218193.262968105
"G3X9J0","Sipa1l3","",26075.0208654062,21731.4784184691,22288.6572400327,23613.3232586928,26177.7754898196,21146.7919580537,22316.8589201946,23191.7463881352
"G3X9K3","Arfgef1","Brefeldin A-inhibited guanine nucleotide-exchange protein 1",171271.378886641,167859.085975913,165394.83102898,174521.887096752,170516.095262793,180450.126045819,160935.748028172,165629.078355415
"G3XA57","Rab11fip2","Rab11 family-interacting protein 2",79109.2526805667,80256.0758517519,63791.2713764402,77317.9174241908,82466.7585643586,79800.8777382407,89336.4312873167,91398.3434303291
"G5E829","Atp2b1","Plasma membrane calcium-transporting ATPase 1",629089.947802918,624096.494296299,644383.980920325,672805.543175734,654488.403445878,674562.839610667,625488.226528907,635877.313788932
"G5E870","Trip12","E3 ubiquitin-protein ligase TRIP12",15134.4565650269,15318.0778574005,13602.5922660555,9908.1230698237,14175.8815685736,9875.05346245844,13456.9030992459,11342.8292530697
"G5E872","Rnpepl1","",12352.6692413877,10786.9842649688,11530.9374696859,11265.7383384842,14143.6431405545,14468.2711983561,12817.5438119902,12623.9955975018
"G5E897","Kdelc2","",413618.458928424,435123.375304381,442624.444473129,459186.459158163,440584.886094379,494353.263894714,534267.939200666,500855.948548158
"G5E8K5","Ank3","Ankyrin-3",61182.2407026845,39534.6396762547,56568.7188266185,54190.0773855709,59100.3459360903,52936.874925078,63897.2911859052,39089.2640284303
"G5E8P1","Brd1","",14333.7191721043,14530.6840261722,11769.0190839914,13981.8574967082,14317.9885592819,11920.0402226098,14101.8740291667,10558.0084707165
"O08528","Hk2","Hexokinase-2",713758.430763735,698808.394281725,757492.956261324,725864.682611466,766644.604987324,760654.239654702,764533.572881191,771781.969028734
"O08529","Capn2","Calpain-2 catalytic subunit",1264425.51731094,1343492.64374082,1353719.28284087,1411930.64159336,1300347.91223272,1378505.13325417,1357269.15261386,1407764.95109601
"O08532","Cacna2d1","Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1",50061.7750497102,49727.4995049331,45717.2468158173,47497.3796858706,49124.2288624253,51337.1904136698,51806.4091019772,55556.3484562846
"O08539","Bin1","Myc box-dependent-interacting protein 1",391673.650075921,473130.014487861,452182.589827002,411242.991778924,446448.411382499,479859.263221567,458545.720995503,441440.103143766
"O08547","Sec22b","Vesicle-trafficking protein SEC22b",504633.783632972,517098.542483838,436931.677832603,502537.731181372,505803.99969936,506960.909136538,462010.864344145,400386.069564949
"O08550","Kmt2b","Histone-lysine N-methyltransferase 2B",4536.61455246005,3432.19680243804,4249.38164415532,4173.43769221489,4402.65166857571,4696.33822935086,4116.80225268952,3678.3103078011
"O08553","Dpysl2;Crmp1","Dihydropyrimidinase-related protein 2;Dihydropyrimidinase-related protein 1",2121010.1939624,2261774.44320348,2268616.90717045,2020632.20827783,2156930.90544361,1917654.04080212,1972583.94016103,2129412.91106747
"O08573","Lgals9","Galectin-9",760825.191757654,661498.261480785,694989.840263136,721126.447346791,731877.351689799,761481.320712655,740942.714685973,699468.543173429
"O08579","Emd","Emerin",307157.888325265,320083.372965738,281585.249655438,298447.279740163,265350.63241413,293453.776733106,307483.060274689,301945.259443579
"O08582","Gtpbp1","GTP-binding protein 1",391893.838934722,338132.223921876,352852.973224895,349092.944550144,348972.988176977,379370.976077149,368165.229791219,293467.697753419
"O08583","Alyref","THO complex subunit 4",987995.671161099,905235.140139391,827706.144571505,942305.286099937,929632.451314402,953477.761294888,1030759.12792701,824700.251077643
"O08585","Clta","Clathrin light chain A",514381.039425814,612795.73296293,558035.115393451,549602.056280454,583567.902353428,505482.578604656,546464.706542095,648455.47946253
"O08586","Pten","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",316012.692310135,299830.026764066,327288.706394788,313387.662984374,316614.54723647,307689.368389751,320798.752365886,331471.974995321
"O08599","Stxbp1","Syntaxin-binding protein 1",128146.852486118,137687.7934703,152293.14301108,147004.556003671,154107.423154185,149591.672919943,152304.765626789,163474.897595699
"O08600","Endog","Endonuclease G, mitochondrial",3454.14310116508,2999.77338916944,2661.68755345809,2192.03029669313,2752.3020614202,2890.71662247068,2526.80309971963,4070.34126125463
"O08605","Mknk1","MAP kinase-interacting serine/threonine-protein kinase 1",2680.69724470425,3369.29866279724,2075.71070121298,2590.13246129233,2977.19733528168,1674.64439859429,2701.04000476455,2370.3577111345
"O08638","Myh11","Myosin-11",105536.557154383,131055.945585065,112328.284636986,103159.013287013,99474.8934958398,101834.019713697,89924.2738550237,87232.7325353614
"O08648","Map3k4","Mitogen-activated protein kinase kinase kinase 4",64855.9228641628,52634.9434461719,49935.1850576744,54727.8905032722,50151.7320402511,59040.9395763539,52253.3166440618,50973.7662688762
"O08663","Metap2","Methionine aminopeptidase 2",744710.003618754,617130.237449936,584531.976703717,596528.052725617,516337.798593185,568580.975317817,546226.441714182,455762.544030348
"O08664","Bcl7c","B-cell CLL/lymphoma 7 protein family member C",63341.6139039557,65745.5175704096,59389.3978499365,71660.2656053172,49880.4134300421,59353.339971059,67357.282862592,55579.730024085
"O08665","Sema3a","Semaphorin-3A",48008.1333451396,46216.8019235635,40939.9992960601,49748.2564334816,54382.7893026237,55342.5200397391,54686.9296778836,47495.1735193703
"O08709","Prdx6","Peroxiredoxin-6",1125219.09457293,1174130.97380556,1115756.10095678,1166482.1935503,1114164.11289092,1154392.18978536,1169652.06758416,1164279.93853386
"O08715","Akap1","A-kinase anchor protein 1, mitochondrial",106861.217784687,102128.818325555,86474.9331891682,104417.892899771,100975.914704411,121921.243536661,99652.6543769355,101656.493549079
"O08734","Bak1","Bcl-2 homologous antagonist/killer",90636.6778432295,88746.2354232565,93025.3209088233,88911.4581402715,91687.636730962,89255.5480495882,82050.4032427216,85010.1504347549
"O08736","Casp12","Caspase-12",324231.57564694,320971.696369878,307805.03182633,362105.543733553,331144.277790982,336179.970365708,352199.122071628,326750.949314358
"O08738","Casp6","Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11",526740.020995363,562558.035452466,614770.633306753,532902.401119372,584559.470430155,552116.542583125,533643.482964423,574645.817859323
"O08739","Ampd3","AMP deaminase 3",4501.52543415205,3658.20684205779,3733.86599880155,3377.05563883588,4598.23146522512,3776.76274843875,3097.66354880399,2959.40913852728
"O08740","Polr2j","DNA-directed RNA polymerase II subunit RPB11",94926.2761422039,92414.5155118245,107451.05906284,89513.7456412772,97746.9137540142,105024.879776346,113925.545516175,105832.359517643
"O08746","Matn2","Matrilin-2",20853.1473940318,11548.2353761088,14909.1715920591,13015.8673336197,14823.7450180461,15308.6323119986,13773.8229186122,13040.5566869986
"O08749","Dld","Dihydrolipoyl dehydrogenase, mitochondrial",1020601.07399436,951606.526456619,864442.502690281,974188.836253382,939939.996621932,940368.512851215,857431.796562789,886959.572013552
"O08756","Hsd17b10","3-hydroxyacyl-CoA dehydrogenase type-2",377697.320071769,379675.18470205,404571.032654091,399569.080238939,378933.233949425,438590.299925577,417038.424072723,458762.050506639
"O08759","Ube3a","Ubiquitin-protein ligase E3A",69581.6194935581,78081.2505186994,79686.1596623443,86922.52708777,78568.3159100021,81339.986557031,76750.8691033369,82773.2112311131
"O08784","Tcof1","Treacle protein",350810.478107816,307849.482510744,263338.83899921,294477.217751977,285147.950168685,279786.158167613,274553.205162618,261071.899751388
"O08788","Dctn1","Dynactin subunit 1",1003707.53866184,1029873.94011499,1154091.12438886,1034073.33461608,1104472.5364814,1013256.51888516,1076844.17295064,1089966.93740838
"O08795","Prkcsh","Glucosidase 2 subunit beta",1536999.96051094,1532615.35718658,1388234.59704813,1396554.04422137,1552724.33973655,1421148.19232,1382460.43289834,1481158.12339523
"O08796","Eef2k","Eukaryotic elongation factor 2 kinase",5626.6051005353,7143.80948696174,6623.59680207783,5000.89185650644,6912.26284386786,7497.91336435705,5554.05433219765,7304.99657511656
"O08807","Prdx4","Peroxiredoxin-4",961579.348281717,989456.630916523,896655.29999749,1005122.90484541,1232269.97220324,1070289.75918038,964157.75173024,1051912.95382476
"O08808","Diaph1","Protein diaphanous homolog 1",552436.859141227,572426.601062907,544049.442914939,571838.214610618,569259.628307123,578706.840510914,588144.032510511,581723.562003537
"O08810","Eftud2","116 kDa U5 small nuclear ribonucleoprotein component",928974.641661121,957107.39047518,991177.969716625,941519.616865223,913580.59412711,966531.772405477,916968.169840657,914891.93127322
"O08811","Ercc2","TFIIH basal transcription factor complex helicase XPD subunit",47811.2444035225,49848.5651967702,49867.3500491691,58068.4139494242,52950.9732528672,57146.7842648783,52700.6841568567,52445.4718807345
"O08832","Galnt4","Polypeptide N-acetylgalactosaminyltransferase 4",108262.508222301,104020.980684701,106710.552236062,104237.601592093,100266.583318848,105461.976956357,102200.340146901,95744.4436205982
"O08848","Trove2","60 kDa SS-A/Ro ribonucleoprotein",249855.03741943,270285.744576758,271670.894458697,257244.001911115,247233.839435356,255251.17930875,241274.232281464,272519.556366763
"O08856","Ell","RNA polymerase II elongation factor ELL",46890.2942904707,45901.3256863085,43247.2007662082,44868.7403187762,45318.8048190467,46104.0786137799,49764.7831074355,39487.776188397
"O08908","Pik3r2","Phosphatidylinositol 3-kinase regulatory subunit beta",68119.1180384508,63210.8148723332,70240.3628726322,66463.314356885,40829.4102868142,55947.122178467,67170.442760086,61898.5987221457
"O08912","Galnt1;Galnt13","Polypeptide N-acetylgalactosaminyltransferase 1;Polypeptide N-acetylgalactosaminyltransferase 1 soluble form;Polypeptide N-acetylgalactosaminyltransferase 13",49728.6140824949,43889.2699080909,40692.2849077517,42137.0209269196,38864.5855604747,42397.9199752988,39541.9340719987,36530.2129631171
"O08915","Aip","AH receptor-interacting protein",523216.2009307,510655.71061448,431720.874364615,448613.074985999,474487.41878329,445728.659074303,433685.684018304,414250.385548748
"O08917","Flot1","Flotillin-1",320067.156385104,292356.009824561,249217.506643451,283331.008798528,296793.845875458,327567.109717174,290772.048388667,321721.286938429
"O08919","Numbl","Numb-like protein",17887.7455835852,20736.9865233039,22485.936451614,21803.5974216545,18878.3076331566,18377.9054116893,19617.2908217028,19000.3952584398
"O08967","Cyth3","Cytohesin-3",134993.500660521,176784.853807935,160759.438781119,143640.237264447,150184.8231711,147702.58246571,131985.099530526,158205.328028049
"O08970-2","Tuft1","Tuftelin",60799.973535509,47086.3585893547,37172.2664918165,47525.2231408351,41080.6121179393,42711.6372328869,38469.5583581081,38115.4422396905
"O08983","Hps1","Hermansky-Pudlak syndrome 1 protein homolog",33149.4698237451,35061.8484992579,36139.0247329693,39280.4009303462,36843.5370156698,34045.4638970208,34661.4608478997,37425.0706851626
"O08989","Mras","Ras-related protein M-Ras",218198.618862526,195688.63395553,195938.735030528,197847.889596768,192452.23928585,190510.553283345,181218.340485189,197751.660686683
"O08992","Sdcbp","Syntenin-1",20136.6981477327,21308.1842090408,25251.3537714411,22648.280957901,27849.2735057556,29147.7469437161,25257.9116415706,28285.3388928656
"O08997","Atox1","Copper transport protein ATOX1",1621156.37441534,1661852.28815827,1712726.99026795,1636285.73728193,1612277.39917117,1588929.2769245,1667638.93386963,1794270.58370146
