"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr.tot","Amplitude.tot","CV.tot"
"G5E829","Atp2b1","Plasma membrane calcium-transporting ATPase 1",0.710920177383592,6,6,24,72862.8900421505,71987.1334356114,73146.7932572055,74250.2405152146,81467.9540113397,62990.5861362549,79782.1164450999,68297.0541132516,73098.095994516,0.252774954308947,0.0805297034804764,"Atp2b1","Plasma membrane calcium-transporting ATPase 1",0.930570953436807,18,18,24,116613.873469926,117359.500799393,121741.141315768,127708.477616679,129222.461301807,109202.785420072,129558.513179347,108571.074814182,119997.228489647,0.174899359171248,0.0707480349843733
"G5E8P1","Brd1","",0.886212457165894,24,6,24,4572.54001933448,5150.4418672916,3734.79770253337,5225.11570420034,3307.66737512515,3787.21128374024,4965.06500883693,3864.9595130572,4325.97480926491,0.443240752342941,0.171360060252842,"Brd1","",0.930570953436807,6,18,24,9123.59868313061,9921.12861640257,8263.87551628184,9379.17010850381,9720.18776865664,6795.29223841458,9602.7298090274,5696.87421896476,8562.85711992278,0.493323004025075,0.180240321399686
"O08528","Hk2","Hexokinase-2",0.710920177383592,24,12,24,2389.66070784534,2235.63825771899,2456.48219826123,2629.69601824718,2727.72747598982,2634.86790815881,2510.06826628949,2841.05242448012,2553.14915712387,0.237124480201983,0.0761564934152617,"Hk2","Hexokinase-2",0.0736953455571227,6,12,24,31402.5662923476,27345.506981056,26562.3317753538,28439.0136369266,29642.8646830967,30710.8976608145,25222.0878369842,25943.8343239078,28158.6378988109,0.21948783451718,0.0805994927853415
"O08529","Capn2","Calpain-2 catalytic subunit",0.881513303769401,12,18,24,54791.4662025118,59317.1217654033,65945.5677845348,64212.3128848984,65777.3482252029,65263.6824179352,58237.218498483,56273.3510186016,61227.2585996964,0.182175420509164,0.0747736821297114,"Capn2","Calpain-2 catalytic subunit",0.00317348377997179,24,12,24,191821.967153677,178078.996492954,198382.313246908,208134.384688156,199723.19215337,188459.42579472,194708.125766185,228953.953289476,198532.794823181,0.256254674910675,0.0761175310433657
"O08547","Sec22b","Vesicle-trafficking protein SEC22b",0.416574279379157,6,12,24,12095.8711120554,11612.3465889943,10196.4071931858,11735.9395961216,11018.3382689022,11656.0732270393,10487.4538379433,10283.1738656454,11135.7004612359,0.170574264769581,0.0663667641423274,"Sec22b","Vesicle-trafficking protein SEC22b",0.662527716186253,12,6,24,418971.424448155,421193.410828378,351496.53912694,425017.630331017,409820.152385985,417441.728821247,370747.004983818,301516.688642227,389525.572445971,0.317054772330564,0.114255685375561
"O08553","Dpysl2","Dihydropyrimidinase-related protein 2",0.212860310421286,6,18,24,232523.532066986,212728.774094222,191152.414891375,172563.058975175,205351.052303928,171735.714754848,175390.870954934,165249.762987352,190836.897628603,0.352519716656466,0.125572364474079,"Dpysl2","Dihydropyrimidinase-related protein 2",0.750554323725055,6,18,24,485728.939657512,476390.764948064,434028.235108426,397741.769707526,439655.781675532,377622.549547466,390804.9717894,379885.632578004,422732.330626491,0.255732486677401,0.10106250506226
"O08573","Lgals9","Galectin-9",0.764966740576497,6,18,24,212060.20598675,183244.921489031,197038.400787599,200919.562466957,201739.206711613,214989.345069814,204501.678404979,184966.871943383,199932.524107516,0.158775685559355,0.057019450807951,"Lgals9","Galectin-9",0.753526093088858,6,18,24,607304.165682017,535569.574250177,557096.167665679,593406.108614134,591600.944924659,640286.965516602,609775.40805538,568612.765611522,587956.512540021,0.178103973734447,0.0564195555034392
"O08579","Emd","Emerin",0.254573170731707,18,12,24,67054.5182989745,69217.9549292089,68856.1748145945,79385.7636159836,65283.5242895783,82820.6933419154,83369.1083581651,75831.4841169451,73977.4027206707,0.244474439537647,0.0984742286229463,"Emd","Emerin",0.750554323725055,12,18,24,133214.291441177,134810.974639421,130790.633194486,141896.113372853,124819.631054711,153102.400335355,147453.086960595,140121.320965776,138276.056495547,0.204538442861616,0.0666907916305563
"O08586","Pten","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",0.442350332594235,6,18,24,7397.89865581652,4878.23172472797,5936.21501116535,5914.59351230511,6822.22098854358,5345.3706903673,4207.92334325672,4154.193008979,5582.08086689519,0.581092557450121,0.209242691366541,"Pten","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",0.51410437235543,6,6,24,28250.6910516826,22388.8134550511,26254.7686937224,24130.4391559443,25674.1663204599,24026.2733170937,18326.4263132589,22458.980958328,23938.8199081926,0.414567834859199,0.125421912136905
"O08599","Stxbp1","Syntaxin-binding protein 1",0.753526093088858,6,18,24,10763.0930966973,11676.4760345714,13562.170453708,10428.0061208901,12731.8206897415,11847.4385710204,9554.72579749892,12622.5805353193,11648.2889124309,0.344037196049662,0.114640228869203,"Stxbp1","Syntaxin-binding protein 1",0.846614950634697,18,12,24,16555.9609050065,18828.2169131013,19765.3114391396,17835.3487214588,18858.1831079453,17958.0681343026,16564.3211252592,19423.5677271912,18223.6222591756,0.176109364455093,0.0666941293521665
"O08600","Endog","Endonuclease G, mitochondrial",0.212860310421286,12,6,24,1337.0742864658,1403.10623830263,800.777922798849,1082.71722845794,1258.47131383923,1449.51654202827,1080.96222518343,1573.65586096746,1248.28520225545,0.619151726522228,0.199469607162337,"Endog","Endonuclease G, mitochondrial",0.562915742793792,6,12,24,3475.30973731435,3025.06859430053,2707.42149323413,2192.99381342896,2773.6444384251,2889.4141911051,2521.08257103789,4070.91017256464,2956.98062642634,0.635079020252236,0.197535491842748
"O08663","Metap2","Methionine aminopeptidase 2",0.51410437235543,12,6,24,182366.43482888,166790.958682571,148643.112671206,165081.533303849,152214.730472934,182768.078712616,179928.764511279,150277.314145272,166008.865916076,0.205561105746373,0.0876780967860429,"Metap2","Methionine aminopeptidase 2",0.739421720733427,12,12,24,594858.055077488,495979.224407672,430973.067241608,468453.546892951,395919.701684377,446527.337327784,432461.255919628,353400.664947541,452321.606687381,0.533817944047118,0.159277796178401
"O08664","Bcl7c;Bcl7b;Bcl7a","B-cell CLL/lymphoma 7 protein family member C;B-cell CLL/lymphoma 7 protein family member B;B-cell CLL/lymphoma 7 protein family member A",0.881513303769401,12,18,24,2243.40069578852,4935.8749947328,3923.85307766092,3329.64440624582,3904.76115834008,3005.54966705554,2860.32315728889,3986.90938066395,3523.78956722206,0.764084871579564,0.237419867196494,"Bcl7c;Bcl7b;Bcl7a","B-cell CLL/lymphoma 7 protein family member C;B-cell CLL/lymphoma 7 protein family member B;B-cell CLL/lymphoma 7 protein family member A",0.923579946146942,12,18,24,4827.70116425098,8488.10227787966,7590.78474809723,6314.45112938364,6636.56051590435,5688.00578244775,5436.01832270431,6966.32208386694,6493.49325306686,0.563702920904689,0.18407047530589
"O08665","Sema3a","Semaphorin-3A",0.753526093088858,6,18,24,32936.5218721824,29958.8080422549,28872.9742025129,34232.8695095689,38701.0684706817,36893.0107864515,39657.9221053753,33930.5762839897,34397.9689091272,0.313534439529094,0.112605309619443,"Sema3a","Semaphorin-3A",0.753526093088858,6,18,24,46466.9739454081,44830.9809349705,40227.6420954708,48528.1744363488,52805.3731583471,54456.0968007169,53311.0706997572,46835.3133254369,48432.703174557,0.293777835483704,0.100522203347925
"O08709","Prdx6","Peroxiredoxin-6",0.833148558758315,12,18,24,102209.970801071,109034.3898367,98075.1832689093,117761.031601295,97446.1905810333,107215.319633297,107164.687694246,102447.529906197,105169.287915344,0.193163245876631,0.0630513244314162,"Prdx6","Peroxiredoxin-6",0.914315937940762,12,12,24,560295.207796656,539713.30936079,512777.895328564,538994.436312184,515108.613607851,572536.860021625,569517.665270581,551251.760918476,545024.468577091,0.109644553847418,0.0417715071503687
"O08734","Bak1","Bcl-2 homologous antagonist/killer",0.212860310421286,6,6,24,30195.3141110919,24173.2440475599,30252.1604961329,28364.2082581189,29695.2793288954,23545.4299210269,25957.4120005753,26226.5036553832,27301.193977348,0.245657042716542,0.0986700788157152,"Bak1","Bcl-2 homologous antagonist/killer",0.750554323725055,6,12,24,88293.975094531,84606.6157057972,90653.9604611883,85477.2704168726,89291.1647809723,85225.8215857922,78049.5663081752,80069.0625274079,85208.4296100921,0.147924263018224,0.051336239352144
"O08736","Casp12","Caspase-12",0.143394452280207,6,6,24,160988.750180294,145656.487890602,143457.240188166,162698.982482719,147558.057395772,136264.275095113,145095.107885707,145324.446940285,148380.418507332,0.178154959081071,0.0604544338202552,"Casp12","Caspase-12",0.473946784922395,24,12,24,210096.062912961,199171.620990909,197480.870814494,225937.333879377,206236.469956925,199682.142581421,214707.349613109,204378.336992376,207211.273467697,0.137330670231701,0.0461510379276543
"O08738","Casp6","Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11",0.753526093088858,6,18,24,38405.8617866443,40860.8137903549,48306.5878312814,40139.8570345927,40742.2074045969,35694.1929701889,35194.3751060826,36894.7067918408,39529.8253394478,0.331704291951773,0.105766129685275,"Casp6","Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11",0.846614950634697,18,12,24,292655.45005073,321392.091918749,356914.476309401,308258.811027864,328886.741126015,298140.118317221,301346.788622822,308970.092241034,314570.571201729,0.204275390457496,0.066256207582984
"O08749","Dld","Dihydrolipoyl dehydrogenase, mitochondrial",0.961650876839347,6,6,24,30709.9326720326,29521.5142698045,33444.1330817562,30498.0334172421,32045.7079909124,26823.5486388746,29256.7469879611,28867.9644546634,30145.9476891559,0.219617724781735,0.0672631925331692,"Dld","Dihydrolipoyl dehydrogenase, mitochondrial",0.51410437235543,18,18,24,126778.290527489,129066.524628595,145980.041320528,135658.216011561,135523.481448821,121360.053595633,127834.774486221,132458.684625238,131832.508330511,0.186752023735841,0.0564482707147543
"O08784","Tcof1","Treacle protein",0.920310296191819,6,6,24,19543.3636800061,13113.5823867607,12311.8058532327,16549.4429756267,14279.3089595885,14570.0915337991,15116.2154084622,13414.4854367421,14862.2870292773,0.486570997621559,0.154498440864097,"Tcof1","Treacle protein",0.846614950634697,6,12,24,54577.5866191082,44186.5480071489,40083.2462824983,49812.30215918,41022.0409681176,47044.4866528774,47656.1430701782,41197.3114563513,45697.4581519325,0.317180449915177,0.110148286992681
"O08788","Dctn1","Dynactin subunit 1",0.930570953436807,24,6,24,115591.174151904,142288.698148323,135354.262863482,143882.066285739,125548.151313425,112570.41046812,121166.714391534,122398.794915842,127350.034067296,0.245870808335025,0.0930641118206615,"Dctn1","Dynactin subunit 1",0.0176304654442877,18,12,24,310699.228319763,353989.099567142,388930.328521126,353452.896000465,342783.119946048,330216.0887651,368661.079236215,347693.43165656,349553.159001552,0.223803156077373,0.0673820027074083
"O08795","Prkcsh","Glucosidase 2 subunit beta",0.0176304654442877,6,12,24,386104.016502487,377501.695247949,361677.475340165,367680.339716046,383004.646323785,352279.297908064,345572.8936226,369294.763503931,367889.391020628,0.110172035044126,0.038918110308812,"Prkcsh","Glucosidase 2 subunit beta",0.00317348377997179,6,12,24,1259805.38360833,1185982.24333234,1099964.19076025,1113500.83212493,1221774.65073252,1109118.1969393,1080900.17793335,1152060.19415079,1152888.23369773,0.155180008300689,0.0555620373700324
"O08807","Prdx4","Peroxiredoxin-4",0.442350332594235,12,18,24,18627.8843452801,23031.9909940523,20815.6878386481,20440.2511967497,20524.0158507857,21378.1414618124,20067.3289646178,20955.5821699515,20730.1103527372,0.212449744542275,0.059812722316991,"Prdx4","Peroxiredoxin-4",0.828159645232816,18,12,24,61267.4411169408,71894.8623573097,66307.5887156301,66861.4683770992,64787.1012806082,60320.4827044424,66101.6156605928,63489.3164815727,65128.7345867745,0.177715408203519,0.0556492987469613
"O08808","Diaph1","Protein diaphanous homolog 1",0.110014104372355,24,6,24,42276.2416714685,43761.8081229028,46821.373754993,44281.6628360014,41346.0587785099,42434.5056415232,42622.6058001554,42955.2767471668,43312.4416690901,0.126414368839209,0.0387994226458836,"Diaph1","Protein diaphanous homolog 1",0.254573170731707,18,12,24,152837.976711457,159567.032946866,160633.328420976,163300.546931337,152476.803701928,159256.56804568,159076.75811921,158609.495259348,158219.8137671,0.0684095308400601,0.0235712870224354
"O08810","Eftud2","116 kDa U5 small nuclear ribonucleoprotein component",0.450332594235033,6,12,24,146611.559110065,136326.333561417,131703.936711537,140841.153059019,131835.049828596,130627.097568051,121265.659562524,130454.460602611,133708.156250478,0.189561357050352,0.0570039591577056,"Eftud2","116 kDa U5 small nuclear ribonucleoprotein component",0.750554323725055,6,12,24,324346.987273667,315395.727217957,309411.244897579,322134.700084556,300151.386219351,322381.044824388,311193.209924408,320133.274402782,315643.446855586,0.0766548499433477,0.0262933666765779
"O08832","Galnt4","Polypeptide N-acetylgalactosaminyltransferase 4",0.846614950634697,12,12,24,2152.15163334949,2265.66297367432,3426.51264183712,2273.00484846691,2534.35641909259,2491.90078344912,1516.02726274558,1696.63137926896,2294.53099273551,0.832625658637926,0.253213313846204,"Galnt4","Polypeptide N-acetylgalactosaminyltransferase 4",0.739421720733427,12,18,24,2828.4874426148,3239.45762010978,5594.61577361901,3710.73400275989,3470.88918121583,3714.81645784263,2939.80972322324,2744.4361290339,3530.40579130238,0.807323524000244,0.259494069975811
"O08848","Trove2","60 kDa SS-A/Ro ribonucleoprotein",0.963137472283814,24,18,24,26264.2260475724,22079.1508793446,20288.6431212985,27143.4966889844,23031.2552713081,28384.8468421489,27107.1218445633,27454.6177972866,25219.1698115633,0.321033712899549,0.118327690094755,"Trove2","60 kDa SS-A/Ro ribonucleoprotein",0.846262341325811,18,12,24,61902.7288576883,56644.1897352339,51894.8237836477,62532.0811491015,54516.4297773974,64224.8419791806,64648.4617207861,58807.733885349,59396.4113610481,0.214720681685867,0.0792293734501736
"O08856","Ell","RNA polymerase II elongation factor ELL",0.212860310421286,12,18,24,5378.1842492209,6379.15367528924,5968.60092921775,7119.50043254323,5827.64225503991,7275.2243709386,7198.67422594135,5995.23600606991,6392.77701803261,0.296747425471993,0.112850915120002,"Ell","RNA polymerase II elongation factor ELL",0.51410437235543,12,18,24,14885.0850329142,16628.8803154398,15399.2977541837,17161.3792250836,16020.341557889,18459.465585834,20004.6392134248,15378.401387065,16742.1862589793,0.305787673205753,0.104469924133551
"O08915","Aip","AH receptor-interacting protein",0.764966740576497,6,6,24,30817.3394497244,29887.8785739005,32577.448784322,30178.1868352015,29979.7045886596,26606.667915696,26154.4762696989,27267.8468057711,29183.6936528717,0.220087717169107,0.0774831505433444,"Aip","AH receptor-interacting protein",0.914315937940762,24,12,24,69165.9487539991,68298.9056969178,71147.8395063343,70456.1369895263,66015.0768005282,65226.9281217102,62926.2833874994,66354.7178535463,67448.9796387577,0.121892965065859,0.0415735929982586
"O08919","Numbl","Numb-like protein",0.881513303769401,18,18,24,1203.32949894002,1501.02656629631,1732.85289553625,1055.65176722289,1456.60733853635,979.172927004244,1398.81670304793,2242.07241874135,1446.19126441567,0.873258968444522,0.280337933262538,"Numbl","Numb-like protein",0.812361419068736,18,18,24,5431.70084367081,5625.39730435497,5446.81634505503,5092.85054874872,5097.12937342815,4450.58076742329,5428.67545287204,6989.60435463796,5445.34437377387,0.466274199193578,0.132657466861039
"O08967","Cyth3;Cyth1;Cyth2","Cytohesin-3;Cytohesin-1;Cytohesin-2",0.739421720733427,24,12,24,52567.6789183018,61162.5433314381,62837.963609634,59593.40424493,55728.4643141323,51856.9706737355,52034.3292076708,61495.9643563102,57159.6648320191,0.192110869931961,0.0811243425180844,"Cyth3;Cyth1;Cyth2","Cytohesin-3;Cytohesin-1;Cytohesin-2",0.923579946146942,12,6,24,113701.748836509,139001.880984963,127621.14509974,113174.127375342,123698.564085065,116149.6511611,105966.790266984,135031.016567692,121793.115547174,0.271239392879998,0.0946927605881441
"O08970-2","Tuft1","Tuftelin",0.258110014104372,12,6,24,41393.7315476339,33443.4535605686,23935.4625177851,28926.656200719,28286.6682114706,28725.1531496201,27276.0996365785,25092.9545075365,29635.022416489,0.589109357991744,0.18683556048022,"Tuft1","Tuftelin",0.416574279379157,6,12,24,61172.5495637801,47483.4082810729,37810.9718856434,47546.1130655497,41399.1665105341,42692.3932241263,38382.4656155095,38120.7696323547,44325.9797223213,0.52704030062019,0.177158245711324
