"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1","S2","S3","S4","S5","S6","S7","S8","Av_expr","Amplitude","CV"
"B2RXC1","Trappc11","Trafficking protein particle complex subunit 11",0.764966740576497,24,6,24,327845.42993342,347004.046458478,312888.824634148,379043.22094032,337535.395699778,360680.032098742,383454.674598953,377180.273725987,353203.987261228,0.199787806791136,0.0738745671022787
"B2RXR6","Ankrd44","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B",0.753526093088858,12,18,24,448664.876192973,432521.033505124,428060.602759196,490865.20194057,431838.7295265,461407.076613562,471488.928805535,417347.653641635,447774.262873137,0.164184399137214,0.0560346922451788
"B2RXS4","Plxnb2","Plexin-B2",0.212860310421286,12,6,24,1639849.75872901,1535676.9083131,1469870.96757607,1496152.9459635,1484816.62720392,1539845.5630545,1477465.84679952,1502898.98197091,1518322.19995132,0.111951726160883,0.036417950922503
"B2RY04","Dock5","Dedicator of cytokinesis protein 5",0.917960088691796,12,18,24,691082.134471372,753031.715455161,727483.214927647,758570.54280153,741498.201286693,741767.589592452,725941.873900682,726071.721834085,733180.874283703,0.0920487845459584,0.0286530382353285
"B2RY56","Rbm25","RNA-binding protein 25",0.750554323725055,6,12,24,466527.558120624,433824.434835236,421531.812732832,424023.236343298,406609.79545014,403493.169070765,362700.796152208,379857.05303619,412320.981967662,0.251810522648976,0.0780475217708233
"B5TVM2","Ildr2","Immunoglobulin-like domain-containing receptor 2",0.828159645232816,24,12,24,62046.008548864,69253.7253689136,80484.6659283818,71364.3548445771,84679.174417885,70832.2311278644,70563.4627013595,78882.6414100081,73513.2830434817,0.307878589174611,0.0991988285563406
"B7ZMP1","Xpnpep3","Probable Xaa-Pro aminopeptidase 3",0.442350332594235,24,18,24,86111.8524918941,80707.3489961318,76679.9229924424,89332.0720344165,79509.4201007367,88609.67745405,79038.6070261081,84517.1890469629,83063.2612678428,0.152319435197427,0.0569414941808106
"B7ZNG0","Kif7","Kinesin-like protein KIF7",0.917960088691796,12,18,24,12030.5548484545,15123.3560891244,14865.9052271425,13984.9183020411,16659.1002174608,15320.180186511,17083.3121789032,14986.7645541748,15006.7614504765,0.336698717249767,0.10407853290848
"B8ZXI1","Qtrtd1","Queuine tRNA-ribosyltransferase subunit QTRTD1",0.764966740576497,6,12,24,93933.1055687192,96585.9392211378,98044.9290224957,86152.2606153772,95097.0869091242,84682.09338665,80797.7834063101,92322.8280599954,90952.0032737262,0.189629090018822,0.0689707511266409
"B9EHT4","Clip3","CAP-Gly domain-containing linker protein 3",0.833148558758315,6,6,24,2656.46904396778,2199.82690266074,2468.42368767176,2506.50336074284,2435.41980627746,2183.8651457352,2276.94700990864,1749.51555559205,2309.62131406956,0.392684931876419,0.120563557559516
"B9EJ80","Pdzd8","",0.750554323725055,6,12,24,310740.505870182,284114.4135758,251751.230399101,304583.404547541,298165.827402811,308463.075982085,303528.048119625,283408.496062444,293094.375244949,0.201263758206829,0.0669814094148379
"B9EJ86","Osbpl8","Oxysterol-binding protein",0.917960088691796,12,18,24,294809.303531511,280074.014689786,303221.494321892,331310.751657745,277576.905794389,346305.166997649,316914.13412832,277429.880451248,303455.206446567,0.226970192249869,0.085948174625558
"B9EJR8","Dnaaf5","Dynein assembly factor 5, axonemal",0.828159645232816,24,6,24,72996.0413414852,79072.5990629968,76117.4703882888,78659.8337235627,72850.5942856699,74629.0507109826,70718.3808365737,77517.2809113473,75320.1564076134,0.110916103004516,0.0400982562900652
"B9EKI3","Tmf1","TATA element modulatory factor",0.923579946146942,12,6,24,147467.153097387,177326.765422716,168597.119999248,176293.234384341,176966.282568634,172107.495790591,175159.265911373,176051.125060387,171246.055279335,0.174366716223754,0.0586770895396247
"C0HKD9","","",0.846614950634697,24,12,24,101863.15347797,104049.893288227,114028.519947324,93469.6884306699,109352.747840902,89341.9747735708,77551.705708135,110464.309629346,100015.249137018,0.364712526878944,0.123836477726082
"C0HKG6","","",0.914315937940762,24,12,24,58388.9426629866,62602.5816664713,57110.3849184498,60126.1637540898,64513.994707346,60093.416911304,68082.9694527485,69207.1845730211,62515.7048308021,0.193500172273689,0.070919371898059
"D3YXG0","Hmcn1","",0.750554323725055,12,12,24,300295.83064388,306312.695159273,292356.029439381,301941.4358669,282675.821539036,293997.671492928,287184.276848671,276551.123194749,292664.360523102,0.101691821687235,0.0346990220819157
"D3YXJ0","Dgkh","Diacylglycerol kinase",0.220028208744711,18,12,24,5484.20640348647,8990.19096366798,11691.1457109988,7766.44795764088,8170.50719716932,8232.82415021487,8550.85550365673,9771.23922437993,8582.17713890187,0.723235981622553,0.205634210652765
"D3YXK1","Samd1","Atherin",0.473946784922395,6,12,24,5646.19188350617,3562.98302154601,2567.48916347095,2821.17389610436,2760.89897555863,2432.95482491154,2669.94598475126,2935.82246925494,3174.68252738798,1.01214437376778,0.332205837360018
"D3YXK2","Safb","Scaffold attachment factor B1",0.739421720733427,6,18,24,254190.028784152,247064.2659765,200491.488217204,232131.476453197,200880.653907172,219446.082708609,225572.396133743,188430.824294669,221025.902059406,0.29751809121362,0.105612314352099
"D3YYU8","Obsl1","Obscurin-like protein 1",0.442350332594235,6,18,24,7430.26004425037,5326.06051320926,7220.82879026328,4408.64577170601,6419.83160201827,4414.52957238925,4710.37605544632,4567.71233069317,5562.28058499699,0.543232982653642,0.229374167649712
"D3YZP9","Ccdc6","Coiled-coil domain-containing protein 6",0.963137472283814,24,18,24,114126.707498258,111942.193749143,99479.2896305895,101999.856686717,98217.4228648108,112332.445675823,100475.569575826,120061.581785232,107329.3834333,0.203524498340162,0.0767219797343826
"D3Z4S3","Ptrhd1","Putative peptidyl-tRNA hydrolase PTRHD1",0.753526093088858,6,18,24,151359.418187119,176249.654232796,195361.275578453,150661.527226991,165279.972768496,145467.562261827,142629.189742415,155181.722128807,160273.790265863,0.329012533793365,0.111606649328482
"D3Z7P3-2","Gls","Glutaminase kidney isoform, mitochondrial",0.00831485587583148,12,18,24,648874.288079557,718278.496290278,664832.058402677,650231.06712062,611217.813420313,738003.185095684,690783.36870328,679745.247267012,675245.690547428,0.187761837580311,0.0602373248903146
"D3Z7Q2","Smim20","",0.923579946146942,24,18,24,23894.854112545,25240.173799451,23479.0247525118,24312.5691737949,28076.6618847172,26133.3465073884,25552.0169137083,29452.8790218466,25767.6907707454,0.231835065178485,0.0806526341419113
"E1U8D0","Soga1","Protein SOGA1;N-terminal form;C-terminal 80 kDa form",0.710920177383592,6,6,24,7883.07676146303,6302.15913745518,7429.09950397006,8124.85838856724,8523.23858426933,7330.87437250597,9216.89309210724,6526.63648912924,7667.10454118341,0.38016097719755,0.127834310551474
"E2JF22","Piezo1","Piezo-type mechanosensitive ion channel component 1",0.450332594235033,18,12,24,444734.532911892,447387.392132048,479515.940952164,457815.909518579,472474.442740861,506201.261587909,529030.804687835,495229.933132435,479048.777207965,0.175965947073795,0.0619820244561139
"E9PUQ8","Dgkd","Diacylglycerol kinase",0.930570953436807,12,18,24,1689.01192490456,1730.60657345845,1740.79435877213,2225.2054770764,1702.36093769304,2235.93187818605,1673.18945562677,1700.7014052719,1837.22525137366,0.306300178564674,0.132667432319272
"E9PVA8","Gcn1l1","",0.0315964523281596,24,18,24,1878675.58076874,1817996.09507599,1802546.20965595,1903946.93343114,1848005.12872364,1875119.98759386,1844814.82176774,1903688.65021233,1859349.17590367,0.0545356004613321,0.020178605880837
"E9PVB5","Ttc17","Tetratricopeptide repeat protein 17",0.258110014104372,12,6,24,30621.1967384634,30580.2393412789,25924.9381683029,28319.3608259774,27738.3733133698,28082.7087628051,27386.8400769189,26047.5792833361,28087.6545638066,0.167200097092195,0.0633145989414277
"E9PVX6","Mki67","",0.963137472283814,6,6,24,39571.7995860161,23885.8149133573,25340.1780875108,28188.4669669474,26239.1058752832,25407.2181839887,26848.5823517775,22408.2074899816,27236.1716818578,0.630176380752779,0.194129928651991
"E9PXF8","Sbf2","",0.0315964523281596,12,6,24,7524.38799653689,6680.39865111239,5601.91437203426,6489.40098419694,6230.09770698299,7865.014217279,6057.53827164373,6202.0634097946,6581.3519511976,0.343865494814166,0.115664561184972
"E9PY46","Ift140","",0.0736953455571227,6,12,24,47754.6191067821,34933.7284226351,34430.576215323,35937.8040354203,46891.0084766838,46142.8754202559,37565.8079065974,40939.2793052698,40574.4623611209,0.328384952408547,0.13901690524069
"E9PYH6","Setd1a","Histone-lysine N-methyltransferase",0.750554323725055,6,12,24,22109.4028093067,22086.6563183342,22785.5968412039,19412.6838932768,22669.9766139136,18605.4491881569,17825.9992865108,18654.1737187426,20518.7423336807,0.241710601655742,0.101507429321105
"E9PYK3","Parp4","",0.833148558758315,12,18,24,60197.3318528226,64140.9562545193,60171.2749061161,65259.3317688089,60679.169217614,67545.7465604803,66338.7237218013,62646.7063410228,63372.4050778982,0.116367236580329,0.0456076457886801
"E9PYL2","Prr12","",0.0881374722838137,6,18,24,6297.19713931027,5575.5575045273,5456.00319529421,3617.57569661456,4585.07818659331,4562.82859244382,4499.52548186503,3951.69005974115,4818.18198204871,0.556147827682575,0.185325086798506
"E9PZJ8","Ascc3","Activating signal cointegrator 1 complex subunit 3",0.923579946146942,12,18,24,678229.306051563,677509.339276524,705003.869321404,727043.556722246,666969.145484635,751151.149308118,672585.989065308,667752.759101593,693280.639291424,0.121425580136671,0.045200453216814
"E9Q1P8","Irf2bp2","Interferon regulatory factor 2-binding protein 2",0.195121951219512,24,6,24,157291.150091565,177302.624903015,194016.236134773,191035.721753426,179825.091799316,190835.717118301,180568.861842308,193523.493842776,183049.862185685,0.200628864751366,0.0674613454671269
"E9Q394","Akap13","",0.0807926829268293,12,18,24,230512.541548406,257652.05723813,255375.931719043,245691.535227889,247580.449819589,251871.298773818,249093.182390961,251425.075079883,248650.258974715,0.10914734535822,0.0334211464584827
"E9Q3L2","Pi4ka","",0.828159645232816,24,6,24,249378.178158192,222724.04494199,243849.110992773,271222.008717243,241139.744910043,269115.111740955,266041.907140044,265499.343185426,253621.181223333,0.191222056223083,0.0677890497554664
"E9Q414","Apob","Apolipoprotein B-100;Apolipoprotein B-48",0.764966740576497,24,6,24,28275.5170280807,31210.4656291197,31921.999069702,42409.9262798343,33791.0307125355,45750.8554697018,45370.5909182191,47941.4435570766,38333.9785830337,0.513015534935888,0.203768372421301
"E9Q4N7","Arid1b","",0.914315937940762,12,12,24,149265.247622619,144810.730277572,141801.226964643,135524.324326304,129701.14498556,132124.398451276,134660.749152084,119531.907233964,135927.466126753,0.218744167282046,0.0689642926436722
"E9Q4Z2","Acacb","Acetyl-CoA carboxylase 2;Biotin carboxylase",0.710920177383592,12,12,24,3842.35128308048,4321.64060886777,4188.33013650057,3814.15838751659,4736.55581371255,5162.10250135283,4238.07813015559,4706.46347645613,4376.21004220531,0.308016320248872,0.106299586395887
"E9Q555","Rnf213","E3 ubiquitin-protein ligase RNF213",0.914315937940762,12,12,24,5249068.75411448,5307102.99524815,5507609.00755687,5252244.7461403,4978305.33774243,5086514.43005273,4871626.10146081,4844989.12340577,5137182.56196519,0.128985076188848,0.0450880652208554
"E9Q557","Dsp","Desmoplakin",0.473946784922395,18,12,24,1682.51394003271,3532.58692239582,4772.17763870292,22755.6066158672,3323.05119107095,8409.79026226086,4274.78379283401,3177.63710466443,6491.01843347861,3.24650020513671,1.05613242502774
"E9Q5C9","Nolc1","",0.764966740576497,6,12,24,291876.762958844,310712.971410311,331630.653927231,289973.193336669,297681.9930751,267470.957782959,262585.503234897,280428.371675252,291545.050925158,0.236824979443944,0.077311631229146
"E9Q5F9","Setd2","Histone-lysine N-methyltransferase SETD2",0.0886917960088692,6,18,24,80509.7540771611,67650.4089444561,62548.6435300543,65990.8938640879,66985.3496147221,67806.1815198794,64954.7638487835,59482.605933506,66991.0751665813,0.313879842820384,0.0918648984053588
"E9Q5G3","Kif23","Kinesin-like protein KIF23",0.917960088691796,6,12,24,34199.822664102,33445.0457509453,27997.9111337466,29618.7220576553,25789.8827238933,23608.3125778118,24674.6687809662,25019.3030537979,28044.2085928648,0.377671919363236,0.144406902703573
"E9Q5K9","Ythdc1","YTH domain-containing protein 1",0.739421720733427,12,18,24,148243.17029929,139005.614792841,152427.900449501,129199.653910415,134693.011955356,148437.088062988,135406.177685125,148329.384502247,141967.75020722,0.1636163600901,0.0594654843433004
"E9Q634","Myo1e","Unconventional myosin-Ie",0.739421720733427,12,12,24,208946.509516919,210820.289320872,208415.103919202,200351.628359146,210558.715967658,224747.36748698,233199.078486354,215801.71827492,214105.051416506,0.15341744582807,0.0484171141437494
"E9Q6B2","Ccdc85c","Coiled-coil domain-containing protein 85C",0.0736953455571227,6,12,24,14024.043778783,11806.9653122199,7754.48447002899,10336.537080785,10169.4616726384,9926.9176006196,7890.8895285816,8901.50643264628,10101.3507345378,0.620665441040233,0.205694572263941
"E9Q6I0","Vmn2r116","Vomeronasal type-2 receptor 116",0.258110014104372,24,6,24,26955.4978155419,31623.354620989,31297.3897238238,32219.4192341293,27736.2240848352,32476.8776090803,37006.4835229262,32509.6088088063,31478.1069275165,0.319300831226234,0.0987833320393594
"E9Q6J5","Bod1l","",0.833148558758315,6,18,24,160174.955777692,135034.929827063,110205.018451484,124808.286878492,121914.558779985,118947.058066838,131457.053155152,99217.5293955827,125219.923791536,0.486802934679869,0.145043904025941
"E9Q735","Ube4a","Ubiquitin conjugation factor E4 A",0.846614950634697,12,12,24,65813.4937633853,67322.9402530654,64499.9393501971,68626.5928305793,68414.7413346916,72194.6777260433,78083.8550222442,65789.5479809737,68843.2235326475,0.197316670762885,0.0641514384976812
"E9Q784","Zc3h13","",0.0315964523281596,6,18,24,90872.4618657223,86190.0583479648,73878.3067218882,75885.2630570444,94583.2493510699,77386.9667765602,82117.650960561,70829.7423174863,81467.9624247871,0.291568689415957,0.103924282812194
"E9Q7D5","Arhgef5","",0.739421720733427,18,18,24,240697.074591781,225181.896342284,235411.206556637,249372.706560471,227305.332771048,248703.311606475,253813.420218435,237482.287272923,239745.904490007,0.119424454557656,0.0435331658302684
"E9Q7E2","Arid2","",0.846614950634697,6,12,24,264855.821152808,253651.194029202,263769.991823822,264743.567390851,237511.589236199,248965.286282475,235831.858837716,231990.172353152,250164.935138278,0.131375921175722,0.0549528999550766
"E9Q7G0","Numa1","",0.442350332594235,6,18,24,1886699.93300415,1835845.75302879,1711751.90004479,1669009.52786711,1680989.95480545,1531078.48763266,1523840.00181338,1436227.37459974,1659430.36659951,0.271462164048206,0.0941169490450185
"E9Q7X6","Heg1","Protein HEG homolog 1",0.750554323725055,24,12,24,216858.604422253,209224.97132387,221996.909672935,206269.379516364,240239.819938031,207273.306109609,225768.067673886,247156.605796741,221848.458056711,0.184302503783574,0.0688584570111892
"E9Q8D0","Dnajc21","",0.258110014104372,6,18,24,14206.1730119054,12733.5795020132,11392.3269216639,10606.9740423022,11852.8234300855,12239.1262288747,13717.4305095348,10717.1672129369,12183.2001074146,0.295423118546068,0.108007375337132
"E9Q8T2-2","Prdm15","",0.212860310421286,6,18,24,2566.33271095968,2166.42231588136,2360.63801645935,1704.67109915801,2471.87072222443,1566.15515646421,2164.43817418005,1541.1324601077,2067.70758192935,0.495814911069475,0.198355982498322
"E9Q8T7","Dnah1","",0.917960088691796,12,12,24,14670.5932735321,17226.1852009816,15313.0687361235,15110.5047793305,13933.0187441628,13935.448216466,12772.4666823852,10223.693071465,14148.1223380558,0.494941446094312,0.144891366373772
"E9Q942","Smim13","Small integral membrane protein 13",0.0736953455571227,12,12,24,1932.96484266488,2916.78062698464,2171.63285075855,2029.01772879798,2127.13446527315,2914.82534294403,1886.24788861729,1794.84298088933,2221.68084086623,0.504994968430239,0.200592176461666
"E9Q9R9","Dlg5","",0.961650876839347,6,18,24,27006.9247243848,22977.6873613407,24467.2459675976,26400.9270317903,31071.5688631241,26512.4004234022,31551.9668524279,21432.6936140982,26427.6768547707,0.382904380658906,0.134819485627774
