"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","FCav","anova_pval"
"O35465","Fkbp8","Peptidyl-prolyl cis-trans isomerase FKBP8",0.51410437235543,6,6,24,166865.301878005,126685.470499176,134989.457155993,140906.347235716,133802.894894171,113539.387368596,111379.403192098,118960.095831526,1.25161150865442,0.40632687841831
"O35516","Notch2","Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain",0.923579946146942,6,18,24,96638.0807632131,77166.658477243,84224.0149095235,83794.2728675188,79787.2199146523,90555.2957899134,88261.2953839167,77308.4211173968,1.09511080363674,0.80666689022023
"O35566","Cd151","CD151 antigen",0.917960088691796,12,18,24,27628.7591102481,28259.8485052706,31237.9713392694,33647.1097098467,30354.5776008434,37419.5186111614,33103.492921343,27312.0523507152,1.13272831199223,0.794380137271553
"O35598","Adam10","Disintegrin and metalloproteinase domain-containing protein 10",0.923579946146942,6,18,24,92000.0693080857,76696.9338269315,86802.7178494792,85751.7774123917,82602.3628908255,87318.0826799855,76921.793287811,76003.3831733865,1.07942418385051,0.803045476368642
"O35607","Bmpr2","Bone morphogenetic protein receptor type-2",0.258110014104372,18,6,24,4695.3573346951,4840.46544437998,6749.06029833404,4005.78704184427,4724.85543458971,6270.10068326645,4861.25518658317,6031.54404066435,1.23248972918885,0.761406791313464
"O35615","Zfpm1","Zinc finger protein ZFPM1",0.201692524682652,6,12,24,23640.6987559529,22109.489442505,17317.1835700575,16377.5674188785,18442.158101126,16834.0751800517,14624.2431296999,17723.2440054211,1.31750085093721,0.366580598952564
"O35639","Anxa3","Annexin A3",0.0881374722838137,24,6,24,37278.6510040685,37613.3321433679,36958.3146100408,42475.5865833671,36573.0338512522,36578.1186066731,38814.1345757743,41827.0609829328,1.14151285419491,0.0103727544748612
"O35643","Ap1b1","AP-1 complex subunit beta-1",0.442350332594235,24,6,24,173775.760557497,198410.018439847,198717.517812737,209992.418724037,166190.814208893,186572.097746145,186221.603957536,186400.731614654,1.16597683349039,0.154366190675659
"O35648","Cetn3","Centrin-3",0.473946784922395,6,12,24,3079.02542623064,3507.03328561132,2440.70179870067,4514.99307347466,3754.79462631091,3216.45655145375,2930.81470767871,2544.94706890344,1.31432904171354,0.679580142452908
"O35658","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial",0.0881374722838137,24,6,24,195377.598481266,212667.050810551,228600.231307393,220810.700893613,203698.041656258,205345.139242195,206005.131003137,216547.682485681,1.09592853933299,0.257315361052024
"O35664","Ifnar2","Interferon alpha/beta receptor 2",0.846614950634697,6,12,24,5305.98821517242,5916.33366349004,4930.39503394557,5198.05024296528,4777.27008038847,3969.46399229367,4215.35799896189,4799.22473091241,1.10250717018929,0.917044289677188
"O35685","Nudc","Nuclear migration protein nudC",0.753526093088858,12,18,24,13768.6149281076,15531.2520234423,15114.116023563,14182.6968033931,13011.8275248185,10718.4842930366,11566.8557032874,13575.5125958191,1.05746621850012,0.973761420075186
"O35704","Sptlc1","Serine palmitoyltransferase 1",0.833148558758315,12,6,24,57149.7454518316,57489.4848743247,48813.0045753492,49053.6790121536,46286.8972081017,47312.80314047,36255.419796846,41914.2412919872,1.23197636241926,0.526079386658934
"O35711","Ppfibp2","Liprin-beta-2",0.963137472283814,18,18,24,706.71791777238,692.47247335019,970.051071549167,653.907470182351,1022.21554674302,734.012658548457,1357.78841786011,1228.93466245924,1.63187083927817,0.496283311749757
"O35737","Hnrnph1;Hnrnph2","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H2",0.917960088691796,6,6,24,13690.2826981509,10014.016927541,10901.1825283312,11167.8217357299,9471.36115014654,9581.99690309935,6931.66912166534,10537.1044646536,1.29881884865576,0.617664487168795
"O35841","Api5","Apoptosis inhibitor 5",0.764966740576497,24,6,24,34671.8418108897,33562.8201142446,32280.7153886635,39611.3890871198,32983.1071108174,37822.499600074,41141.1818114944,36670.0892896887,1.127507737314,0.710650005599097
"O35855","Bcat2","Branched-chain-amino-acid aminotransferase, mitochondrial",0.923579946146942,6,6,24,22651.6224292085,19320.4339464457,20565.0579632744,22352.7124922679,19982.5422371622,20327.2520939924,19340.201279477,16697.593310663,1.09177543657471,0.856950811821439
"O35874","Slc1a4","Neutral amino acid transporter A",0.473946784922395,12,12,24,10229.7950961581,13013.1512811261,12431.448098267,12112.2877979667,13690.1856679661,13478.6003125735,11642.1201190682,10922.1542484797,1.15009304502718,0.65249222651663
"O35887","Calu","Calumenin",0.0881374722838137,12,18,24,11490.6572690617,16513.5937754302,12316.9628465531,11534.4303226927,12829.0260328592,20814.271831849,16038.6634311414,13925.2594827316,1.53488288247285,0.134505192775688
"O35914","Bnc1","Zinc finger protein basonuclin-1",0.110014104372355,6,18,24,125669.012006928,131979.863617877,108762.608424108,107910.201380195,121714.691400527,109886.435580157,124441.450764982,96498.6533115306,1.21023966295658,0.289426312515083
"O35943","Fxn","Frataxin, mitochondrial;Frataxin intermediate form;Frataxin mature form",0.314174894217207,6,18,24,39984.2744327237,43481.4379530063,36296.9817866269,41042.6976027986,42229.7437159434,36931.4863582572,34997.9533380693,34666.993482826,1.15315369885495,0.448012281538955
"O35955","Psmb10","Proteasome subunit beta type-10",0.917960088691796,6,12,24,29016.641472422,24357.6815884283,23316.8295990644,21368.8730984679,19849.1231387654,16118.2270414557,13383.2981280459,17644.2689019247,1.33148758975818,0.761033434278234
"O35963","Rab33b","Ras-related protein Rab-33B",0.473946784922395,24,12,24,87852.9535256087,81285.9030442849,83206.436987533,96930.1092396377,90501.9864168126,96853.1393854819,92091.6116460488,92854.6189581243,1.08264027852621,0.720590044074678
"O35969","Gamt","Guanidinoacetate N-methyltransferase",0.881513303769401,18,18,24,2809.66790721923,3987.42874089656,5063.7548812123,2516.79155769364,3170.52293826659,2449.78015747233,2796.16483212941,4840.45588884169,1.31432589969513,0.91054891986159
"O54724","Ptrf","Polymerase I and transcript release factor",0.442350332594235,6,18,24,117093.00109563,97691.2195339529,82116.2485995908,85842.9504807127,93833.4786309372,88850.2204498913,99036.0390040477,71758.6252080604,1.33835260722963,0.285104159891119
"O54734","Ddost","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",0.0289634146341463,12,18,24,864.008138912157,1748.86124259656,1558.03082197313,935.724115816008,565.956884537117,987.991933068135,1061.59540600081,945.680710087873,1.91393015268515,0.232708193548838
"O54775","Wisp1","WNT1-inducible-signaling pathway protein 1",0.0881374722838137,12,18,24,4440.1961897786,5569.32327037568,4781.97676618313,4610.01852496417,4135.8187787455,5967.56118706775,6154.70170753799,4915.53351969799,1.34525003743421,0.121877520388896
"O54781","Srpk2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",0.442350332594235,18,18,24,65739.485751235,58252.133582737,68824.2014560077,75501.7711496971,67045.6960177546,62017.5591755891,70695.3150276625,58662.0914866933,1.16005548267281,0.509948421484273
"O54782","Man2b2","Epididymis-specific alpha-mannosidase",0.473946784922395,24,12,24,100166.440108987,96730.5332391174,94056.8540736178,106884.015405258,101288.140800193,92616.4017960946,112495.060477239,98293.1420235864,1.0908648429532,0.658195857237806
"O54784","Dapk3","Death-associated protein kinase 3",0.473946784922395,12,12,24,31617.6600393252,33404.3272756651,26216.8957347771,32321.9886789404,30865.5554205476,36168.8600244659,35485.2445373135,29637.9306877253,1.12756521886163,0.680949514955719
"O54785","Limk2","LIM domain kinase 2",0.833148558758315,18,6,24,19730.9986507738,22931.5598884178,23615.3163724518,19488.1198797982,22134.9215102603,20006.5885784431,21219.792384793,21247.7900528881,1.10062863039839,0.692142805129515
"O54819","Tfpi","Tissue factor pathway inhibitor",0.442350332594235,6,6,24,31646.706567901,26117.3182517336,27120.6278722253,30844.7479024065,30335.5177296439,28791.8778912516,30295.7630692277,26766.4061811039,1.12881317978397,0.499892964036017
"O54825","Bysl","Bystin",0.0886917960088692,6,18,24,21622.3853073272,21615.7031731352,18623.9656774585,20280.3279057295,22236.8051853997,23456.9361058737,20599.5034557118,18765.3051112954,1.15435801128787,0.115610099324029
"O54910","Nfkbie","NF-kappa-B inhibitor epsilon",0.00317348377997179,6,12,24,4524.34706517017,3260.4539981315,2537.44699339223,2970.78009724228,3356.18341090582,2786.44141077242,2627.00346836843,3085.97781038837,1.52591849499305,0.107421991168821
"O54931-5","Akap2","A-kinase anchor protein 2",0.254573170731707,18,12,24,105890.941168366,109756.238408448,112872.86618233,111506.638137718,108509.925997702,122924.794350069,111541.680615391,116754.434012449,1.08526162153201,0.414026887310259
"O54941","Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",0.750554323725055,6,12,24,54762.513071134,40273.919516803,36384.6506730744,50781.3246946396,41609.4315441764,41121.273624891,48756.6556862901,33174.6717219529,1.18400044149468,0.853923720247986
"O54946","Dnajb6","DnaJ homolog subfamily B member 6",0.923579946146942,18,6,24,13760.685505998,13994.6770303808,12819.7490673233,12410.600545886,13879.2595902656,11513.8148628628,16993.4200810827,13465.1525810631,1.16875467484232,0.644109916214274
"O54950","Prkag1","5-AMP-activated protein kinase subunit gamma-1",0.110014104372355,12,6,24,64033.1189439054,56240.372997995,48941.9294083604,57966.5131991584,55459.893401775,58121.4012727358,54733.75172976,54831.2861417716,1.1525654910961,0.342371248846818
"O54984","Asna1","ATPase Asna1",0.846614950634697,18,12,24,50665.1779951872,49653.7663201294,52973.666786285,57665.2370795711,53009.8335948513,61930.4828815025,56602.5121020733,51582.0247407777,1.07628875550908,0.884595062368276
"O54988","Slk","STE20-like serine/threonine-protein kinase",0.0886917960088692,12,18,24,16518.2284370174,21998.5967633669,20561.9637672821,19447.6204670012,20147.1502157038,21725.5353746162,22690.3856404514,17612.4737303872,1.19251822140225,0.193446567471481
"O54991","Cntnap1","Contactin-associated protein 1",0.258110014104372,6,18,24,8609.16691658593,7150.17164250445,6910.68046899682,7726.3989501644,8881.89997898926,8849.38151531647,7351.038774961,6792.16659589701,1.22643466726394,0.238013812026079
"O54998","Fkbp7","Peptidyl-prolyl cis-trans isomerase FKBP7",0.917960088691796,6,12,24,52466.8099444695,65941.3901078819,45641.4536832749,51858.0164007058,57773.0686791746,48585.5345552014,53971.9289846617,54783.080559118,1.14971424115634,0.770918317008066
"O55013","Trappc3","Trafficking protein particle complex subunit 3",0.212860310421286,6,18,24,12346.1756026763,12052.7788334958,10986.4585698781,10126.8287803584,11215.0014853703,9842.7600284374,9538.38791212211,9343.267568969,1.21012123747711,0.363979472244107
"O55022","Pgrmc1","Membrane-associated progesterone receptor component 1",0.442350332594235,24,6,24,5923.90407709319,6417.86149725255,6765.15011749383,7848.19352572216,6843.70666153216,8796.42697833122,7535.71195124266,9034.95697012469,1.3223422018006,0.36072720259971
"O55023","Impa1","Inositol monophosphatase 1",0.51410437235543,6,18,24,22087.5033533317,20755.7618311394,18733.293935852,16439.798223908,17475.3028166399,18300.1969688592,17148.3546345436,17529.3960241118,1.16466719466794,0.496658171594458
"O55029","Copb2","Coatomer subunit beta",0.914315937940762,18,12,24,159436.021763663,153490.532593036,142141.794331986,159674.466579229,135107.54307778,163961.320465483,163997.398765561,154086.580825604,1.07777555157047,0.787684293121833
"O55091","Impact","Protein IMPACT",0.201692524682652,18,12,24,26618.8552083513,31092.3613776639,33789.4866104398,33178.6006491245,30159.8376986509,26903.3348246191,31320.0934108297,29715.459623742,1.14672558820458,0.397318663869031
"O55102","Bloc1s1","Biogenesis of lysosome-related organelles complex 1 subunit 1",0.220028208744711,6,12,24,57836.2148570791,50153.8295336014,52190.8352002413,55524.694944667,58294.6160638168,52969.7247109589,49986.5863831957,44363.4951510697,1.16260822034709,0.36762858236866
"O55106","Strn","Striatin",0.212860310421286,6,6,24,11636.3568979305,9893.82390955818,9281.35029840583,10236.4735320771,12218.2437966919,9137.74580084989,11185.0264720092,9882.96496455074,1.25342265812035,0.135693050664433
"O55131","Sep-07","Septin-7",0.0881374722838137,24,18,24,46500.5969366856,36622.8303640472,29515.5355702404,36774.4546102188,36546.436667351,34999.6076475909,29086.9431230898,37320.3518301654,1.41712493150036,0.0688380163680296
"O55135","Eif6","Eukaryotic translation initiation factor 6",0.0736953455571227,6,12,24,155033.744836269,128741.169692633,134055.009966329,130160.173776731,143805.861842806,137383.104222622,120294.565027206,143350.069352875,1.17491687055766,0.208140026730162
"O55143","Atp2a2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2",0.212860310421286,24,6,24,164649.64015002,185722.745173358,171203.411350161,184104.996506093,163624.056008761,177993.766509049,182476.740343077,189777.276266868,1.13893460593358,0.0421148484551404
"O55201","Supt5h","Transcription elongation factor SPT5",0.0734478935698448,6,18,24,42072.635779844,42713.5584578422,39107.5431462699,39472.1106187204,43784.8559342702,40029.7824036655,37040.1890101701,34479.2994056853,1.16099871098846,0.162328565076256
"O55222","Ilk","Integrin-linked protein kinase",0.473946784922395,18,12,24,89155.0972600251,96947.401657847,100818.394295787,93560.5580949285,97725.1577867721,104148.310302857,108925.048950661,101237.364651452,1.12234137947813,0.344567021631587
"O55229","Chkb","Choline/ethanolamine kinase",0.314174894217207,6,18,24,52173.5427427719,42017.8638198529,37470.7134663604,39924.5186933794,39915.702080762,42248.2028727797,41675.3755917922,37755.2277247429,1.18549878275671,0.480634982632928
"O55234","Psmb5","Proteasome subunit beta type-5",0.254573170731707,18,12,24,83236.8904120095,101820.297980088,103240.634058401,93972.6643149017,93575.3040119615,95953.8235202755,94321.3658564912,103623.643557877,1.11855475887669,0.355752122208988
"O55236","Rngtt","mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase",0.0886917960088692,6,18,24,1108.43794577927,1016.05940338999,788.772442348851,729.572226773792,1022.21554674302,1330.14101792577,873.80151004044,907.444452187288,1.43321717577414,0.118388022598702
"O55239","Nnmt","Nicotinamide N-methyltransferase",0.0881374722838137,12,18,24,109508.214646629,136230.610163859,122488.905347232,129953.725550522,117738.022546297,145468.036877061,128022.935525673,109703.598311334,1.23961853239297,0.136003662758151
"O70133","Dhx9","ATP-dependent RNA helicase A",0.914315937940762,6,12,24,454582.842070852,428327.157800482,448474.829916591,435213.604450297,429251.691073924,444144.788169467,412626.145213456,428883.017567991,1.02640057167662,0.89950905968421
"O70194","Eif3d","Eukaryotic translation initiation factor 3 subunit D",0.0881374722838137,18,18,24,67465.2791757471,65380.2313051489,76652.4141765783,73831.2197613492,66817.5840138073,61590.6828315551,80097.3091326502,62054.9439849534,1.23453252561813,0.122937486869855
"O70251","Eef1b","Elongation factor 1-beta",0.51410437235543,12,6,24,377886.931023075,371990.538326254,334764.158599421,357853.799264719,343542.915720685,378724.165919167,368874.573176588,346306.854482316,1.06690361167384,0.573568897596755
"O70252","Hmox2","Heme oxygenase 2",0.739421720733427,6,12,24,59310.0226414064,49634.9354878229,36433.1264102866,55307.3810223417,39912.2366496348,49913.9542975464,39942.4583113758,33159.2869615315,1.30341247334679,0.663627191048467
"O70274","Ptp4a2;Ptp4a1","Protein tyrosine phosphatase type IVA 2;Protein tyrosine phosphatase type IVA 1",0.0736953455571227,12,12,24,72917.9943889663,80662.9163421456,76448.300380955,71636.546703975,80343.4216105664,92390.9855710655,73786.6632270493,73835.5678649457,1.18960188642355,0.158830805440414
"O70305","Atxn2","Ataxin-2",0.828159645232816,18,18,24,46800.4019422427,44921.9966244518,48351.9693725013,43774.9262807611,44769.9047321741,37333.4548321223,45335.7962031801,49010.718449019,1.13898548870214,0.427881558977627
"O70309","Itgb5","Integrin beta-5",0.220028208744711,24,12,24,2475.39933560278,2130.58313659586,2296.16158991521,3668.45656696206,2792.26246715593,2793.13413523652,3332.65325924982,3960.64246637119,1.54945920168443,0.183994185771768
