"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","FCav","anova_pval"
"O35516","Notch2","Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain",0.923579946146942,6,18,24,117680.469471005,98327.2832029717,105743.11663708,105983.012127487,101977.241779835,114840.469204658,108643.266320847,95693.209820937,1.08916018521516,0.782151408053267
"O35566","Cd151","CD151 antigen",0.473946784922395,18,12,24,42751.6334092521,45084.1510137576,50217.7695558387,54176.3608356942,48447.593515905,63132.3382429076,54596.0729204049,51146.1231955055,1.18659437042677,0.629109712227472
"O35598","Adam10","Disintegrin and metalloproteinase domain-containing protein 10",0.881513303769401,6,18,24,175466.063046772,153814.213677238,165049.36494114,166727.686265463,163103.721525014,168740.290238268,163826.860613707,149812.591815477,1.06959463934385,0.683163392419178
"O35607","Bmpr2","Bone morphogenetic protein receptor type-2",0.828159645232816,18,6,24,5551.61350617384,5391.29867406495,8357.52651498113,4681.37651473135,5740.48666219107,8185.77915317248,6258.69510153755,7133.70827725148,1.29437583785046,0.699297770200848
"O35615","Zfpm1","Zinc finger protein ZFPM1",0.258110014104372,6,18,24,48937.3298323193,44503.5336843079,34089.788645476,31997.4994812865,34725.3526100124,31987.3753812217,28236.0880812753,31015.677009487,1.34234264861006,0.423703147374987
"O35639","Anxa3","Annexin A3",0.100846262341326,6,18,24,1151918.82451045,1170282.76920696,1132404.18504461,1148102.04873284,1222611.54368615,1144083.17657226,1129795.1549301,1122295.40072863,1.04965567191048,0.304981984925872
"O35643","Ap1b1","AP-1 complex subunit beta-1",0.764966740576497,24,6,24,603748.440957231,582047.426547657,612200.085252773,687354.058409324,610684.337737983,711029.579484822,634365.210549695,649162.017281202,1.10052701074693,0.644738072931674
"O35648","Cetn3","Centrin-3",0.750554323725055,12,6,24,5705.16783939391,5395.97499742106,4341.77581634986,6914.83022933505,5388.13895233397,6465.81984195188,5140.46781195534,4736.66003853217,1.25094811991168,0.572348075289841
"O35658","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial",0.110014104372355,12,18,24,536663.194980116,604237.993184815,623493.694344817,559299.854098037,546923.870428805,576870.72817952,567593.099087542,598490.565227231,1.09920728241885,0.283843432966726
"O35664","Ifnar2","Interferon alpha/beta receptor 2",0.833148558758315,24,6,24,9840.88916371578,12617.8084184252,10908.0722714073,11366.0120328906,10771.4263010899,9850.86014881755,9854.86560189306,11758.2646948466,1.12186701039097,0.632896523204725
"O35685","Nudc","Nuclear migration protein nudC",0.828159645232816,6,12,24,104706.291109024,116006.296266703,106454.26601597,107912.463420568,113850.588543593,100695.836493826,102566.123675913,109271.286543493,1.04562468749959,0.878507812339064
"O35704","Sptlc1","Serine palmitoyltransferase 1",0.258110014104372,12,6,24,153320.84022508,154949.503633848,130593.636049645,130596.777202494,130908.393545185,125053.708488982,107516.135801594,118203.165618794,1.19368991688354,0.473017595110355
"O35711","Ppfibp2","Liprin-beta-2",0.51410437235543,18,18,24,2915.93523909551,2857.49510991989,3668.60253627213,3550.80083383404,3879.81005422431,3562.27094078341,4153.03539126048,4194.9113415609,1.21836806291029,0.503915795382874
"O35737","Hnrnph1;Hnrnph2","Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed;Heterogeneous nuclear ribonucleoprotein H2",0.220028208744711,6,12,24,68564.8724068764,50043.2716248154,48682.3469925824,44172.0872296217,50751.2301941271,42985.536580684,35964.2841865837,44026.6304368834,1.40957886851344,0.28758475676229
"O35841","Api5","Apoptosis inhibitor 5",0.828159645232816,18,12,24,50331.7499983527,49581.5814629546,49948.5745045114,55712.3751503116,51204.343977585,57265.8260575822,63055.9768259119,55627.1910809039,1.1129495621252,0.729638743354206
"O35855","Bcat2","Branched-chain-amino-acid aminotransferase, mitochondrial",0.914315937940762,6,12,24,74968.0628849096,55110.5230596064,55167.4517448027,65585.3417577718,57924.6812909892,67757.5069799746,61351.5131660957,60373.9024962447,1.14052458565454,0.79687543471042
"O35874","Slc1a4","Neutral amino acid transporter A",0.750554323725055,12,12,24,18248.8785158251,22651.3989499914,21245.0591025084,20306.0104601861,21338.8253445664,20660.9770536546,18556.3499248819,18689.3043948138,1.11070717507215,0.634306810317207
"O35887","Calu","Calumenin",0.0315964523281596,12,18,24,27029.1490991339,35317.2259907981,34275.440405012,33519.6847281196,32557.7254399548,41470.5913162851,40274.7231712862,34535.710193897,1.288669994878,0.209075009819073
"O35914","Bnc1","Zinc finger protein basonuclin-1",0.828159645232816,6,18,24,224923.858104626,234550.591188525,197093.910663701,208249.264729822,216321.844857765,196467.002299529,216798.130833388,174008.635303461,1.15431415001226,0.520607469201265
"O35943","Fxn","Frataxin, mitochondrial;Frataxin intermediate form;Frataxin mature form",0.881513303769401,12,18,24,173364.812886328,194431.482036429,186509.883224577,168862.795552309,176246.628982218,172456.625468682,173539.549898473,177847.830471066,1.0581968937992,0.723885374658254
"O35955","Psmb10","Proteasome subunit beta type-10",0.917960088691796,6,12,24,33528.7535046551,28968.8293416094,26893.9264458585,25019.2530982548,23847.0177586487,20518.414934964,16296.9488774916,21474.7665516381,1.32842344207562,0.706689322997005
"O35963","Rab33b","Ras-related protein Rab-33B",0.764966740576497,18,12,24,133397.723538035,127149.859747001,131585.429005034,140126.585370791,138164.659782409,147168.55589937,145046.369587195,141497.436502934,1.03705092888881,0.941089834149271
"O35969","Gamt","Guanidinoacetate N-methyltransferase",0.710920177383592,24,12,24,43232.2553901234,41310.0337565994,44304.4515950161,40454.5671057419,43264.4348147444,35728.7197333093,35845.0451590948,52610.8549526896,1.20803385104903,0.554387414321789
"O54724","Ptrf","Polymerase I and transcript release factor",0.212860310421286,6,18,24,284105.683752067,267302.723048829,215769.42564639,232809.293998581,253218.532649141,244888.003159509,264798.11296205,208524.837621144,1.21749979868811,0.330259236016861
"O54734","Ddost","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit",0.963137472283814,12,18,24,5844.61919571705,7999.40033323256,6865.07202007079,6729.49108730826,5392.00290804079,6312.9300697765,4809.09327501217,6483.0354764969,1.27372178852777,0.456808054207094
"O54775","Wisp1","WNT1-inducible-signaling pathway protein 1",0.0881374722838137,12,18,24,6425.16683872087,7624.08092221746,6098.96972035862,7432.82759691405,5217.03329042894,7614.92316938124,7600.23741989376,6813.29500020903,1.30894538167603,0.231288525401306
"O54781","Srpk2","SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal",0.405487804878049,18,18,24,116926.754083202,115287.586167006,135813.544688601,144021.838649416,130735.988346607,129899.605506409,138953.71512974,117004.179956622,1.12064279517637,0.629550482919357
"O54782","Man2b2","Epididymis-specific alpha-mannosidase",0.662527716186253,18,18,24,321471.100753071,325989.221163436,350543.320481589,345172.978734327,381652.954912624,325816.336253063,379126.320892916,368977.232305341,1.11945906731239,0.498065823670431
"O54784","Dapk3","Death-associated protein kinase 3",0.254573170731707,12,12,24,51622.4992746141,55467.5765632842,44252.1390547735,50981.5498403457,51450.129680281,56550.2816735005,59156.0868721191,49372.2705754282,1.11622913579858,0.736185628665173
"O54785","Limk2","LIM domain kinase 2",0.750554323725055,18,12,24,39758.7201995709,47919.0282017627,47995.5179941921,41506.5640479075,44827.8640677763,42844.8779902827,43820.1360839261,47595.2179251833,1.08546355043635,0.764080508889756
"O54819","Tfpi","Tissue factor pathway inhibitor",0.963137472283814,6,18,24,39014.5313259638,33008.2521028189,32497.9279473207,36778.0106562205,35954.107851936,32845.5831354989,38225.236415226,30999.4717285098,1.13840961436181,0.548190710993522
"O54825","Bysl","Bystin",0.314174894217207,6,18,24,36126.9701556185,35789.0429558104,30935.7715306912,33468.3196192063,37053.2559697026,38954.4914232003,36379.3307252656,32447.4853793694,1.13392432028443,0.293454348677214
"O54910","Nfkbie","NF-kappa-B inhibitor epsilon",0.0289634146341463,6,18,24,24214.3443460251,22778.6116837952,19133.6828972514,20358.8572549334,24644.3268252371,20668.4696650063,19247.5893337175,14785.5752854948,1.3902250695059,0.148522363527074
"O54931-5","Akap2","A-kinase anchor protein 2",0.0650406504065041,18,12,24,246571.946320841,256072.318046878,293954.013480433,265834.490774355,262620.247297209,265790.616929254,268198.917231931,286583.214526548,1.10400932645491,0.291675566946299
"O54941","Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",0.914315937940762,6,12,24,99554.8752565302,71267.3771785639,64171.5620823014,93769.9696928056,75873.0154564906,75986.2167711619,93488.5008457657,61650.8376112186,1.19133181070551,0.883410810939933
"O54946","Dnajb6","DnaJ homolog subfamily B member 6",0.881513303769401,6,18,24,32210.4613947057,33645.1631592914,26316.0337743693,25395.6013000999,35445.3305809975,23839.2617878169,39110.6029452523,29130.0900027227,1.24080576255254,0.674334390689131
"O54950","Prkag1","5-AMP-activated protein kinase subunit gamma-1",0.110014104372355,12,6,24,169664.415901851,154378.301720552,131010.321109937,154167.435450339,149049.925496027,151880.294673,144160.72769955,145944.965610613,1.15824082067056,0.243369073924126
"O54984","Asna1","ATPase Asna1",0.416574279379157,24,12,24,172445.784458079,140037.576761819,196915.664346573,176802.65604163,150899.599360165,168710.319792861,149003.350353934,189008.961331424,1.18482302699111,0.613921800986214
"O54988","Slk","STE20-like serine/threonine-protein kinase",0.416574279379157,12,12,24,23267.2033611795,29748.3211833625,27864.9882880985,25950.344476363,29695.7125077863,28322.6682930808,29319.3449532813,25062.8003771106,1.13835345072808,0.489775026194944
"O54991","Cntnap1","Contactin-associated protein 1",0.254573170731707,6,12,24,17409.9848834532,14205.6660448013,14683.816500905,15305.1232122032,16253.3918011925,17577.2612249306,14661.23283648,15284.9646087725,1.14715692918462,0.457900431558596
"O54998","Fkbp7","Peptidyl-prolyl cis-trans isomerase FKBP7",0.00831485587583148,24,6,24,243446.334372251,307859.000434494,292152.954191241,330338.89332667,254344.451222365,291192.240061145,311412.02744541,318645.055244688,1.30372832794834,0.00737884296318515
"O55013","Trappc3","Trafficking protein particle complex subunit 3",0.0193935119887165,6,12,24,61079.5259545792,54313.4557743672,48290.9105715873,51020.6663463642,57340.3229671667,53423.3314522474,45669.3460653111,46343.4112522309,1.26031849167217,0.0227380452965525
"O55022","Pgrmc1","Membrane-associated progesterone receptor component 1",0.258110014104372,12,6,24,29286.2791830274,25043.2285001191,17313.119859321,24183.5822878584,30412.1037575548,36757.0300155697,23879.8387674066,32114.148903573,1.50026268022395,0.307409252895443
"O55023","Impa1","Inositol monophosphatase 1",0.828159645232816,12,12,24,52379.9505503362,51415.4952981354,45581.6325607578,43292.8844894214,41318.3353294924,43295.1434319144,42431.6911845163,43111.17565277,1.09613643819733,0.81158901780691
"O55029","Copb2","Coatomer subunit beta",0.764966740576497,12,18,24,360782.354977058,361440.878373755,323183.717538894,370863.494782834,312325.792312284,381255.858543983,376677.106660361,326583.694187186,1.10338396572473,0.736369859887648
"O55091","Impact","Protein IMPACT",0.0289634146341463,18,18,24,44055.5516904305,53761.8588498165,60363.1637710986,58890.5912643189,57333.7559751807,52240.0051162119,61007.6832861995,58350.9090659037,1.1970773827314,0.29720931272324
"O55102","Bloc1s1","Biogenesis of lysosome-related organelles complex 1 subunit 1",0.258110014104372,6,18,24,243061.537916521,202882.341112636,206941.890760184,220406.694556199,240489.657575857,221624.356176206,219762.915492629,202231.650088247,1.1441252352509,0.122756322746787
"O55106","Strn","Striatin",0.254573170731707,6,12,24,17032.2866147701,13785.8431001019,11758.2129342695,14704.0526588626,16261.7088358978,13700.1386049707,15002.2357114907,13663.7185555683,1.24414937475059,0.210119621233515
"O55131","Sep-07","Septin-7",0.0734478935698448,12,6,24,155401.729796361,148603.513146565,119208.026196765,124357.892050646,130667.546081845,132856.149445164,123121.569912631,120109.85026035,1.1804966478344,0.178715910518101
"O55135","Eif6","Eukaryotic translation initiation factor 6",0.442350332594235,6,6,24,289317.060605673,244380.26472936,255925.354592747,248756.006932733,254881.679682858,245057.093172444,226913.585707041,254108.959664045,1.12708129951293,0.353009256518605
"O55143","Atp2a2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2",0.51410437235543,24,6,24,909184.08338971,956438.268298576,956742.944900411,978729.997759376,961791.943066212,992656.04313393,1030607.81609316,997194.672648546,1.06220001373192,0.435012282733033
"O55201","Supt5h","Transcription elongation factor SPT5",0.195121951219512,12,6,24,64110.1716322495,71530.7995993845,63816.6578019883,64299.5347909953,66224.3022048323,65162.6334161928,61870.929420856,57221.5650859055,1.12485348761693,0.306301327119883
"O55222","Ilk","Integrin-linked protein kinase",0.0736953455571227,18,12,24,417069.85749702,460611.259785382,535908.144909294,422476.637904701,445802.590137386,425611.10523065,483405.719672443,482311.726384681,1.18130306208782,0.228988725221792
"O55229","Chkb","Choline/ethanolamine kinase",0.254573170731707,12,12,24,143490.785136332,124179.923645064,119537.042370609,118279.028968874,110395.640345562,120803.170319497,118970.09488121,112481.060392739,1.10021809310379,0.819122377482291
"O55234","Psmb5","Proteasome subunit beta type-5",0.212860310421286,12,18,24,245294.66492053,289814.250761078,278828.799607244,267238.04237541,263604.169829996,269477.568972989,268095.887589597,280104.343191872,1.09902358099964,0.268308677151744
"O55236","Rngtt","mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase",0.750554323725055,6,12,24,3031.48625245228,1518.31954729776,1642.9974439208,1535.74761116725,1675.94313815405,2115.11355881586,1659.68133242671,1824.90951166236,1.42533673705087,0.610052333464772
"O55239","Nnmt","Nicotinamide N-methyltransferase",0.110014104372355,12,18,24,274539.755939243,308527.494981374,281530.16679032,301130.914375595,281641.478939688,340967.8848032,305349.754111886,267797.396401357,1.16777650710556,0.208395393784991
"O70133","Dhx9","ATP-dependent RNA helicase A",0.750554323725055,18,12,24,1368743.58581589,1305045.70430085,1382411.99294201,1307740.80668347,1289729.33799851,1354051.18614237,1339231.59064869,1330983.72707052,1.03142391287004,0.722072292188035
"O70194","Eif3d","Eukaryotic translation initiation factor 3 subunit D",0.0736953455571227,18,12,24,178097.99608621,170801.507500911,197835.568815074,177584.78860389,155968.398834128,184643.66158664,209442.879086861,192137.195950437,1.21915419837142,0.134602926169369
"O70251","Eef1b","Elongation factor 1-beta",0.923579946146942,12,6,24,1086112.27957106,1031620.9939766,974008.548223278,1095158.45051107,1027598.22764133,1121559.8805917,1070892.3970672,981881.051359362,1.05295118549737,0.850256638671334
"O70252","Hmox2","Heme oxygenase 2",0.710920177383592,6,12,24,98488.2792554517,88061.3411238905,61014.4507715244,92514.487896099,71705.8345260441,86485.9978139344,76993.6616262944,64087.783661964,1.26476143978174,0.63027532955589
"O70274","Ptp4a2;Ptp4a1","Protein tyrosine phosphatase type IVA 2;Protein tyrosine phosphatase type IVA 1",0.0736953455571227,12,12,24,181688.371171452,185272.374434028,171855.771005198,176144.787531318,175114.299361409,213670.037962897,177495.521020609,171153.40838638,1.14870280665514,0.176261932790894
"O70305","Atxn2","Ataxin-2",0.442350332594235,18,18,24,74253.5743202642,72965.499789668,80163.9140683364,72283.1544019484,74053.6641147156,64113.667826963,76263.7803649665,82841.9091806866,1.14114855782305,0.329221874593537
"O70309","Itgb5","Integrin beta-5",0.662527716186253,24,6,24,7515.8593168815,8759.31857096045,7087.31780420873,11489.5846314492,9486.50508417236,10716.5706395968,11580.7429058577,11300.2193510745,1.34039028013722,0.562994294845654
